@relation 'WHR_merged_3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R2,1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute country_name {Afghanistan,Albania,Algeria,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,'Bosnia and Herzegovina',Botswana,Brazil,Bulgaria,'Burkina Faso',Burundi,Cambodia,Cameroon,Canada,'Central African Republic',Chad,Chile,China,Colombia,Comoros,Congo,'Costa Rica','C te d Ivoire',Croatia,Cyprus,Czechia,Denmark,'Dominican Republic','DR Congo',Ecuador,Egypt,'El Salvador',Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,'Hong Kong SAR of China',Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,'Lao PDR',Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,'New Zealand',Nicaragua,Niger,Nigeria,'North Cyprus','North Macedonia',Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,'Republic of Korea','Republic of Moldova',Romania,'Russian Federation',Rwanda,'Saudi Arabia',Senegal,Serbia,'Sierra Leone',Singapore,Slovakia,Slovenia,'South Africa','South Sudan',Spain,'Sri Lanka','State of Palestine',Swaziland,Sweden,Switzerland,'Taiwan Province of China',Tajikistan,Tanzania,Thailand,Togo,'Trinidad and Tobago',Tunisia,'T rkiye',Turkmenistan,Uganda,Ukraine,'United Arab Emirates','United Kingdom','United States',Uruguay,Uzbekistan,Venezuela,'Viet Nam',Yemen,Zambia,Zimbabwe,'Czech Republic',Qatar,Russia,Belize,'South Korea',Moldova,Turkey,'Hong Kong S.A.R. of China',Somalia,Vietnam,Bhutan,'Palestinian Territories','Congo (Brazzaville)','Congo (Kinshasa)','Ivory Coast',Sudan,Angola,Syria,Laos}
@attribute year numeric
@attribute ladder_score numeric
@attribute upperwhisker numeric
@attribute lowerwhisker numeric
@attribute log_gdp_per_capita numeric
@attribute social_support numeric
@attribute healthy_life_expectancy numeric
@attribute freedom_to_make_life_choices numeric
@attribute generosity numeric
@attribute perceptions_of_corruption numeric

@data
Malta,2022,0.681865,0.683771,0.68,0.833409,0.898123,0.481091,0.749674,0.46729,0.272381
Malta,2021,0.712193,0.714435,0.71,0.832051,0.697721,0.693931,0.760104,0.406542,0.31619
Malta,2020,0.744172,0.74635,0.742041,0.638751,0.621314,0.656992,0.740548,0.642523,0.348571
Malta,2019,0.779451,0.781602,0.777347,0.567225,0.881367,0.854881,0.70013,0.796729,0.340952
Mauritania,2023,0.311533,0.326033,0.297347,0.488004,0.386729,0.351803,0.322034,0.310748,0.377143
Mauritania,2022,0.356715,0.396537,0.317755,0.49751,0.426273,0.2146,0.292047,0.303738,0.371429
Mauritania,2021,0.238911,0.259908,0.218367,0.497963,0.493968,0.395778,0.271186,0.205607,0.262857
Mauritania,2020,0.254178,0.261786,0.246939,0.301494,0.41622,0.240106,0.159061,0.278037,0.253333
Mauritania,2019,0.284712,0.2864,0.283061,0.244455,0.660188,0.373791,0.11734,0.301402,0.232381
Mauritius,2023,0.582009,0.58761,0.576735,0.710729,0.824397,0.430959,0.710561,0.287383,0.224762
Mauritius,2022,0.599752,0.605549,0.594082,0.71933,0.840483,0.295515,0.623207,0.28271,0.209524
Mauritius,2021,0.634619,0.641218,0.628163,0.720235,0.662198,0.49956,0.642764,0.306075,0.20381
Mauritius,2020,0.63008,0.637255,0.623061,0.533273,0.581769,0.504837,0.644068,0.357477,0.182857
Mauritius,2019,0.640809,0.647267,0.63449,0.486193,0.849866,0.671064,0.645372,0.436916,0.16
Mexico,2023,0.759851,0.765749,0.754082,0.688547,0.745979,0.478452,0.816167,0.200935,0.241905
Mexico,2022,0.688054,0.694827,0.681224,0.701675,0.697721,0.342128,0.698827,0.200935,0.219048
Mexico,2021,0.646379,0.652482,0.640204,0.70258,0.508043,0.547933,0.684485,0.214953,0.219048
Mexico,2020,0.685372,0.690446,0.680204,0.509733,0.470509,0.557608,0.637549,0.214953,0.169524
Mexico,2019,0.715907,0.719441,0.712449,0.463558,0.735925,0.73175,0.597132,0.193925,0.158095
Mongolia,2023,0.557252,0.557572,0.557143,0.612494,0.926944,0.351803,0.528031,0.553738,0.104762
Mongolia,2022,0.586961,0.588235,0.585714,0.624264,0.91555,0.2146,0.428944,0.558411,0.110476
Mongolia,2021,0.570662,0.570505,0.570612,0.630602,0.716488,0.41073,0.393742,0.577103,0.112381
Mongolia,2020,0.553332,0.552774,0.554082,0.437302,0.628016,0.388742,0.392438,0.614486,0.100952
Mongolia,2019,0.507737,0.505841,0.509592,0.409688,0.892091,0.541777,0.338983,0.616822,0.089524
Montenegro,2023,0.559521,0.564247,0.554898,0.711182,0.797587,0.516271,0.698827,0.257009,0.251429
Montenegro,2022,0.562616,0.59053,0.535306,0.69579,0.842493,0.372911,0.608866,0.397196,0.11619
Montenegro,2021,0.526511,0.536295,0.516939,0.712087,0.599866,0.579595,0.474576,0.315421,0.146667
Montenegro,2020,0.533526,0.537338,0.529592,0.522861,0.511394,0.560246,0.392438,0.38785,0.154286
Montenegro,2019,0.526305,0.52816,0.52449,0.45722,0.762735,0.737907,0.269883,0.348131,0.186667
Morocco,2023,0.371364,0.375887,0.366735,0.549117,0.229893,0.435356,0.697523,0.098131,0.15619
Morocco,2022,0.393646,0.39904,0.388367,0.559529,0.272788,0.296394,0.578879,0.030374,0.161905
Morocco,2021,0.426037,0.431998,0.42,0.546854,0.093834,0.496922,0.516297,0.046729,0.194286
Morocco,2020,0.39674,0.401752,0.391837,0.358533,0.060992,0.490765,0.496741,0.079439,0.167619
Morocco,2019,0.433258,0.436796,0.429796,0.343594,0.346515,0.655233,0.461538,0.093458,0.146667
Mozambique,2023,0.458222,0.478932,0.438163,0.253508,0.506032,0.137203,0.82399,0.369159,0.373333
Mozambique,2022,0.404168,0.431998,0.376939,0.258035,0.507373,0,0.6897,0.376168,0.365714
Mozambique,2021,0.423561,0.451189,0.396531,0.261657,0.356568,0.167986,0.647979,0.432243,0.380952
Mozambique,2020,0.371157,0.393617,0.349388,0.082843,0.339142,0.172383,0.667536,0.53271,0.310476
Mozambique,2019,0.336084,0.348144,0.324082,0.081032,0.55429,0.28496,0.606258,0.514019,0.310476
Myanmar,2023,0.28038,0.290154,0.27102,0.442734,0.576408,0.383465,0.461538,0.936916,0.331429
Myanmar,2022,0.284093,0.296829,0.271837,0.46718,0.668231,0.236588,0.474576,0.934579,0.369524
Namibia,2023,0.378997,0.385482,0.372449,0.57311,0.726542,0.270009,0.487614,0.161215,0.11619
Namibia,2022,0.337528,0.345432,0.329796,0.583522,0.668901,0.127529,0.374185,0.161215,0.135238
Namibia,2021,0.302043,0.309345,0.295102,0.58488,0.502011,0.311346,0.375489,0.156542,0.135238
Namibia,2020,0.325769,0.331665,0.32,0.399276,0.451072,0.230431,0.410691,0.212617,0.112381
Namibia,2019,0.32515,0.329787,0.320816,0.380263,0.74933,0.35796,0.45502,0.17757,0.102857
Nepal,2023,0.446255,0.454735,0.438163,0.436849,0.577748,0.389622,0.726206,0.488318,0.219048
Nepal,2022,0.487931,0.5,0.476327,0.443187,0.602547,0.247142,0.614081,0.502336,0.198095
Nepal,2021,0.491438,0.498957,0.483878,0.44545,0.439678,0.438874,0.551499,0.553738,0.247619
Nepal,2020,0.469156,0.478932,0.459592,0.234948,0.384718,0.436236,0.511082,0.670561,0.257143
Nepal,2019,0.441923,0.446391,0.437551,0.200996,0.652145,0.588391,0.501956,0.703271,0.24381
Netherlands,2023,0.892098,0.891322,0.893061,0.86057,0.894102,0.620932,0.820078,0.577103,0.708571
Netherlands,2022,0.909429,0.907384,0.911429,0.879131,0.911528,0.479332,0.750978,0.586449,0.750476
Netherlands,2021,0.911904,0.909679,0.914082,0.880489,0.72252,0.692172,0.723598,0.633178,0.798095
Netherlands,2020,0.922014,0.919483,0.92449,0.679493,0.637399,0.662269,0.718383,0.705607,0.731429
Netherlands,2019,0.918919,0.916354,0.921224,0.606157,0.895442,0.858399,0.675359,0.785047,0.702857
'New Zealand',2023,0.832267,0.833333,0.831429,0.819375,0.937668,0.591909,0.847458,0.528037,0.914286
'New Zealand',2022,0.851661,0.852733,0.850612,0.833861,0.949062,0.451187,0.750978,0.537383,0.897143
'New Zealand',2021,0.867547,0.869629,0.865306,0.838388,0.741957,0.66139,0.761408,0.57243,0.92
'New Zealand',2020,0.883433,0.885482,0.881224,0.633771,0.647453,0.690413,0.741851,0.64486,0.847619
'New Zealand',2019,0.888178,0.890071,0.886122,0.562245,0.910858,0.886544,0.718383,0.761682,0.878095
Nicaragua,2023,0.678564,0.693158,0.664286,0.496605,0.760724,0.476693,0.908735,0.310748,0.478095
Nicaragua,2022,0.673406,0.687943,0.65898,0.502037,0.780161,0.33861,0.735332,0.345794,0.415238
Nicaragua,2021,0.654013,0.667918,0.640204,0.500226,0.603887,0.542656,0.67927,0.392523,0.40381
Nicaragua,2020,0.614194,0.630788,0.597959,0.313717,0.520107,0.531223,0.595828,0.469626,0.335238
Nicaragua,2019,0.648236,0.657489,0.639184,0.28067,0.766086,0.706245,0.604954,0.497664,0.331429
Niger,2023,0.322055,0.334168,0.310408,0.259393,0.367962,0.257696,0.676662,0.338785,0.28
Niger,2022,0.310708,0.334168,0.287959,0.253961,0.335121,0.120493,0.578879,0.359813,0.266667
Niger,2021,0.414277,0.445766,0.383673,0.258035,0.289544,0.286719,0.619296,0.385514,0.27619
Niger,2020,0.428925,0.451189,0.407143,0.073336,0.183646,0.146878,0.547588,0.46729,0.299048
Niger,2019,0.39509,0.406967,0.383265,0.048891,0.386059,0.262973,0.441982,0.485981,0.262857
Nigeria,2023,0.389107,0.397997,0.380408,0.471707,0.634718,0.225154,0.612777,0.469626,0.03619
Nigeria,2022,0.409738,0.422612,0.396939,0.482119,0.589142,0.080915,0.458931,0.411215,0.024762
Nigeria,2021,0.32123,0.321443,0.32102,0.488456,0.404826,0.263852,0.453716,0.408879,0.072381
Nigeria,2020,0.363936,0.365248,0.362857,0.300136,0.33311,0.044855,0.439374,0.495327,0.074286
Nigeria,2019,0.356715,0.357947,0.35551,0.29244,0.575737,0.147757,0.441982,0.516355,0.091429
'North Cyprus',2021,0.510006,0.521277,0.49898,0.821639,0.509383,0.720317,0.556714,0.303738,0.405714
'North Cyprus',2020,0.524242,0.526909,0.521429,0.623359,0.454424,0.704485,0.530639,0.457944,0.380952
'North Cyprus',2019,0.524242,0.526909,0.521429,0.549117,0.707105,0.902375,0.498044,0.464953,0.380952
'North Macedonia',2023,0.489787,0.491865,0.487755,0.667723,0.770107,0.50044,0.63103,0.453271,0.028571
'North Macedonia',2022,0.466061,0.469545,0.462449,0.678135,0.699062,0.358839,0.546284,0.483645,0.038095
'North Macedonia',2021,0.454714,0.457447,0.452041,0.681304,0.492627,0.560246,0.511082,0.502336,0.059048
'North Macedonia',2020,0.434496,0.436379,0.432857,0.483477,0.431635,0.470536,0.461538,0.495327,0.041905
Norway,2023,0.888591,0.892574,0.884694,0.883658,0.930965,0.619173,0.963494,0.523364,0.921905
Norway,2022,0.891273,0.895286,0.887551,0.902671,0.933646,0.478452,0.85528,0.495327,0.881905
Norway,2021,0.901589,0.903212,0.9,0.904029,0.744638,0.691293,0.82399,0.507009,0.902857
Norway,2020,0.907159,0.907801,0.906735,0.698506,0.656836,0.687775,0.791395,0.581776,0.813333
Norway,2019,0.926965,0.927409,0.926531,0.644636,0.91622,0.886544,0.74837,0.672897,0.826667
Pakistan,2023,0.342893,0.348144,0.337755,0.483929,0.316354,0.282322,0.581486,0.336449,0.140952
Pakistan,2022,0.321849,0.333125,0.31102,0.489362,0.354558,0.138962,0.541069,0.329439,0.194286
Pakistan,2021,0.313802,0.317897,0.309592,0.474876,0.191019,0.328936,0.458931,0.422897,0.213333
Pakistan,2020,0.400041,0.40801,0.392245,0.288366,0.197721,0.283201,0.419817,0.588785,0.184762
Pakistan,2019,0.556633,0.558615,0.554898,0.279312,0.49933,0.413369,0.402868,0.535047,0.234286
Panama,2023,0.693831,0.704839,0.683061,0.770484,0.847185,0.556728,0.813559,0.147196,0.081905
Panama,2022,0.674644,0.691281,0.658163,0.775917,0.853887,0.417766,0.696219,0.151869,0.068571
Panama,2021,0.683722,0.699625,0.668163,0.776369,0.656166,0.623571,0.646675,0.114486,0.097143
Panama,2020,0.657107,0.670213,0.644082,0.587596,0.568365,0.586631,0.65189,0.184579,0.100952
Panama,2019,0.682897,0.690864,0.675102,0.497057,0.836461,0.773087,0.63103,0.226636,0.102857
Paraguay,2023,0.615226,0.620567,0.609796,0.632866,0.857909,0.48285,0.902216,0.306075,0.12381
Paraguay,2022,0.565917,0.571756,0.560204,0.646446,0.870643,0.344767,0.758801,0.345794,0.118095
Paraguay,2021,0.532907,0.537964,0.527959,0.637845,0.671582,0.548813,0.694915,0.399533,0.112381
Paraguay,2020,0.54838,0.567793,0.529184,0.444998,0.564343,0.48285,0.659713,0.481308,0.070476
Paraguay,2019,0.556427,0.559866,0.553061,0.406519,0.831099,0.647318,0.640156,0.476636,0.12381
Peru,2023,0.587167,0.591573,0.582857,0.620643,0.705094,0.582234,0.676662,0.182243,0.055238
Peru,2022,0.522179,0.527743,0.516735,0.629244,0.686997,0.438874,0.590613,0.170561,0.051429
Peru,2021,0.528987,0.535878,0.522245,0.632413,0.493968,0.646438,0.585398,0.21028,0.070476
Peru,2020,0.586961,0.600334,0.573878,0.446356,0.47252,0.547933,0.573664,0.203271,0.059048
Peru,2019,0.57809,0.585524,0.570816,0.416025,0.723861,0.724714,0.543677,0.214953,0.051429
Philippines,2023,0.629874,0.637463,0.622245,0.557718,0.682306,0.387863,0.95176,0.231308,0.259048
Philippines,2022,0.52156,0.535044,0.508367,0.560435,0.656836,0.251539,0.805737,0.242991,0.268571
Philippines,2021,0.600165,0.604297,0.595918,0.574015,0.525469,0.452067,0.758801,0.25,0.270476
Philippines,2020,0.595214,0.599082,0.591429,0.386148,0.469169,0.37467,0.723598,0.292056,0.24
Philippines,2019,0.621209,0.624531,0.617959,0.350837,0.74866,0.529464,0.685789,0.301402,0.247619
Poland,2023,0.711162,0.709846,0.712245,0.786781,0.863941,0.562005,0.657106,0.189252,0.333333
Poland,2022,0.673613,0.674385,0.672857,0.799909,0.902145,0.419525,0.541069,0.280374,0.264762
Poland,2021,0.645348,0.645599,0.644898,0.795835,0.701072,0.626209,0.556714,0.28972,0.266667
Poland,2020,0.654219,0.653942,0.65449,0.592576,0.572386,0.587511,0.602347,0.186916,0.247619
Poland,2019,0.658345,0.656237,0.660612,0.529199,0.792225,0.763412,0.602347,0.147196,0.306667
Portugal,2023,0.626161,0.630788,0.621429,0.782254,0.831099,0.614776,0.861799,0.109813,0.066667
Portugal,2022,0.613369,0.61869,0.608163,0.795835,0.823056,0.472296,0.778357,0.07243,0.070476
Portugal,2021,0.623272,0.628285,0.618571,0.796741,0.636729,0.683377,0.728814,0.037383,0.074286
Portugal,2020,0.605323,0.610555,0.600204,0.598914,0.543566,0.668426,0.684485,0.067757,0.062857
Portugal,2019,0.601609,0.605966,0.597347,0.529199,0.812332,0.861038,0.644068,0.123832,0.053333
'Republic of Korea',2023,0.631937,0.633709,0.630204,0.821639,0.703753,0.677221,0.598435,0.294393,0.300952
'Republic of Korea',2022,0.609862,0.611181,0.608571,0.838841,0.710456,0.530343,0.456323,0.261682,0.310476
'Republic of Korea',2021,0.606561,0.607217,0.605918,0.837936,0.508043,0.739666,0.414602,0.259346,0.335238
'Republic of Korea',2020,0.587993,0.587818,0.588367,0.635129,0.422252,0.704485,0.335072,0.313084,0.257143
'Republic of Korea',2019,0.593563,0.594285,0.593061,0.563603,0.674263,0.899736,0.212516,0.397196,0.180952
'Republic of Moldova',2023,0.582009,0.588235,0.575918,0.626981,0.770107,0.476693,0.780965,0.179907,0.08381
'Republic of Moldova',2022,0.582628,0.586567,0.57898,0.645088,0.786863,0.329815,0.670143,0.21729,0.038095
'Republic of Moldova',2021,0.590468,0.59199,0.58898,0.641467,0.589812,0.525066,0.606258,0.238318,0.053333
'Republic of Moldova',2020,0.571694,0.572799,0.570816,0.445903,0.509383,0.476693,0.573664,0.320093,0.024762
'Republic of Moldova',2019,0.539096,0.538173,0.539796,0.320507,0.743298,0.627089,0.383312,0.406542,0.026667
Romania,2023,0.721271,0.726325,0.716327,0.769126,0.742627,0.512753,0.809648,0.095794,0.011429
Romania,2022,0.74149,0.746767,0.736327,0.781349,0.772118,0.372032,0.697523,0.102804,0
Romania,2021,0.718383,0.722778,0.714082,0.77818,0.588472,0.576077,0.663625,0.091121,0.011429
Romania,2020,0.648855,0.655611,0.642245,0.577184,0.47185,0.523307,0.610169,0.10514,0.001905
Romania,2019,0.645554,0.648102,0.643061,0.507017,0.714477,0.69657,0.57236,0.158879,0.001905
'Russian Federation',2023,0.575614,0.573425,0.577959,0.743323,0.819705,0.467018,0.59322,0.32243,0.230476
'Russian Federation',2022,0.550031,0.547351,0.552653,0.760525,0.841153,0.3219,0.460235,0.280374,0.173333
'Russian Federation',2021,0.508356,0.503755,0.512653,0.762789,0.648123,0.515391,0.397653,0.273364,0.152381
'Russian Federation',2020,0.512069,0.507092,0.516939,0.561793,0.579088,0.449428,0.408083,0.268692,0.114286
'Russian Federation',2019,0.526305,0.524406,0.528163,0.510186,0.838472,0.598065,0.395046,0.231308,0.087619
Rwanda,2020,0.086652,0.091364,0.082041,0.16478,0.049598,0.35796,0.692308,0.530374,0.939048
Rwanda,2019,0.065401,0.063621,0.067347,0.155274,0.264745,0.503078,0.662321,0.551402,0.925714
'Saudi Arabia',2023,0.742521,0.750313,0.734694,0.833861,0.826408,0.449428,0.900913,0.266355,0.358095
'Saudi Arabia',2022,0.715494,0.72403,0.706939,0.842463,0.83244,0.308707,0.764016,0.21729,0.32381
'Saudi Arabia',2021,0.727873,0.735711,0.720204,0.846537,0.646113,0.507476,0.723598,0.182243,0.342857
'Saudi Arabia',2020,0.72189,0.728828,0.715102,0.649615,0.560322,0.502199,0.661017,0.21028,0.310476
'Saudi Arabia',2019,0.703734,0.71068,0.697143,0.603893,0.792225,0.668426,0.589309,0.203271,0.310476
Senegal,2023,0.407262,0.414268,0.400204,0.419647,0.41756,0.344767,0.666232,0.35514,0.131429
Senegal,2022,0.383743,0.390697,0.376939,0.42689,0.401475,0.203166,0.551499,0.331776,0.114286
Senegal,2021,0.423148,0.429912,0.416531,0.422363,0.269437,0.39314,0.518905,0.334112,0.154286
Senegal,2020,0.440891,0.449729,0.432245,0.234495,0.288204,0.313984,0.371578,0.369159,0.167619
Senegal,2019,0.409738,0.411765,0.407551,0.228158,0.55429,0.455585,0.333768,0.383178,0.15619
Serbia,2023,0.704766,0.711723,0.697959,0.696243,0.846515,0.514512,0.739244,0.46729,0.192381
Serbia,2022,0.64968,0.665207,0.634286,0.70258,0.814343,0.372911,0.67927,0.574766,0.154286
Serbia,2021,0.656695,0.664164,0.649388,0.701675,0.642091,0.578716,0.586701,0.511682,0.167619
Serbia,2020,0.636064,0.640592,0.631429,0.498416,0.533512,0.557608,0.503259,0.441589,0.125714
Serbia,2019,0.57417,0.577388,0.571224,0.447261,0.803619,0.728232,0.389831,0.350467,0.112381
'Sierra Leone',2023,0.051578,0.0534,0.049796,0.296062,0.293566,0.222515,0.48631,0.422897,0.100952
'Sierra Leone',2022,0.029503,0.039424,0.019592,0.303305,0.276139,0.080915,0.35854,0.450935,0.097143
'Sierra Leone',2021,0.119455,0.129746,0.109388,0.310548,0.193029,0.240106,0.3794,0.471963,0.104762
'Sierra Leone',2020,0.176191,0.185857,0.166939,0.126301,0.16689,0.087951,0.40678,0.567757,0.089524
'Sierra Leone',2019,0.192078,0.195244,0.189184,0.109099,0.41555,0.17942,0.372881,0.602804,0.091429
Slovakia,2023,0.672994,0.67209,0.673878,0.772295,0.946381,0.561126,0.612777,0.224299,0.110476
Slovakia,2022,0.716732,0.723404,0.710204,0.783612,0.949062,0.415128,0.518905,0.299065,0.041905
Slovakia,2021,0.70064,0.701919,0.699184,0.785876,0.739946,0.621812,0.499348,0.275701,0.047619
Slovakia,2020,0.688261,0.688569,0.687959,0.590312,0.628686,0.574318,0.485007,0.25,0.034286
Slovakia,2019,0.677945,0.677305,0.678367,0.540969,0.868633,0.75022,0.42764,0.273364,0.020952
Slovenia,2023,0.773262,0.778682,0.767959,0.808511,0.920912,0.611258,0.90352,0.366822,0.249524
Slovenia,2022,0.754075,0.759282,0.74898,0.821639,0.94571,0.467898,0.79661,0.336449,0.215238
Slovenia,2021,0.749948,0.752607,0.747347,0.819375,0.75134,0.676341,0.767927,0.275701,0.219048
Slovenia,2020,0.715081,0.716729,0.713469,0.615663,0.646783,0.635004,0.774446,0.285047,0.161905
Slovenia,2019,0.694863,0.696496,0.693265,0.547306,0.896113,0.82058,0.718383,0.341121,0.146667
'South Africa',2023,0.500722,0.508761,0.492857,0.628791,0.831769,0.283201,0.574967,0.182243,0.064762
'South Africa',2022,0.470394,0.481227,0.459592,0.641467,0.871314,0.131047,0.479791,0.21028,0.03619
'South Africa',2021,0.453683,0.45995,0.447551,0.645088,0.643432,0.317502,0.451108,0.207944,0.087619
'South Africa',2020,0.40458,0.409679,0.399796,0.437755,0.514075,0.233069,0.457627,0.336449,0.097143
'South Africa',2019,0.375284,0.380058,0.370612,0.40833,0.758043,0.35796,0.441982,0.294393,0.114286
Spain,2023,0.706829,0.707551,0.705918,0.799457,0.900134,0.641161,0.681877,0.278037,0.337143
Spain,2022,0.709924,0.711097,0.70898,0.813943,0.913539,0.498681,0.569752,0.235981,0.299048
Spain,2021,0.718176,0.71965,0.716735,0.81847,0.725871,0.710642,0.533246,0.235981,0.28381
Spain,2020,0.721271,0.72257,0.72,0.622454,0.622654,0.726473,0.477184,0.315421,0.23619
Spain,2019,0.702703,0.703796,0.701633,0.557266,0.866622,0.924362,0.430248,0.385514,0.209524
'Sri Lanka',2023,0.186301,0.189403,0.183265,0.616116,0.704424,0.515391,0.634941,0.336449,0.059048
'Sri Lanka',2022,0.298535,0.311431,0.285714,0.64373,0.734584,0.37467,0.577575,0.280374,0.16381
'Sri Lanka',2021,0.28203,0.287234,0.276939,0.640561,0.540214,0.580475,0.564537,0.350467,0.150476
'Sri Lanka',2020,0.274397,0.28035,0.268571,0.448167,0.463807,0.521548,0.603651,0.558411,0.093333
'Sri Lanka',2019,0.274809,0.275553,0.274082,0.406519,0.715147,0.69657,0.564537,0.591121,0.093333
'State of Palestine',2021,0.306994,0.324364,0.289796,0.519692,0.55563,0.458223,0.312907,0.170561,0.150476
'State of Palestine',2020,0.314009,0.321026,0.306939,0.29244,0.463137,0.381706,0.305085,0.191589,0.142857
'State of Palestine',2019,0.321436,0.323738,0.31898,0.266184,0.715147,0.540018,0.264668,0.214953,0.137143
Swaziland,2020,0.270889,0.279099,0.262857,0.384337,0.378686,0.065084,0.295958,0.156542,0.28
Swaziland,2019,0.270889,0.279099,0.262857,0.37483,0.628016,0.189974,0.265971,0.156542,0.28
Sweden,2023,0.897256,0.899458,0.895306,0.850158,0.920241,0.636763,0.967405,0.516355,0.998095
Sweden,2022,0.907778,0.909053,0.906531,0.869624,0.926273,0.494283,0.857888,0.525701,0.990476
Sweden,2021,0.905509,0.906133,0.905102,0.869172,0.72118,0.706245,0.818774,0.509346,0.975238
Sweden,2020,0.901176,0.901752,0.900612,0.669081,0.626005,0.671064,0.767927,0.570093,0.853333
Sweden,2019,0.899113,0.900083,0.898367,0.598461,0.874665,0.867194,0.722295,0.63785,0.841905
Switzerland,2023,0.838663,0.842094,0.835306,0.891806,0.869303,0.656992,0.864407,0.404206,0.948571
Switzerland,2022,0.875799,0.879015,0.872653,0.915346,0.894772,0.511873,0.758801,0.352804,0.904762
Switzerland,2021,0.931917,0.933667,0.93,0.917157,0.735925,0.722955,0.757497,0.343458,0.878095
Switzerland,2020,0.944089,0.945557,0.942857,0.708918,0.637399,0.717678,0.726206,0.476636,0.786667
Switzerland,2019,0.94182,0.942637,0.94102,0.629697,0.900804,0.915567,0.694915,0.628505,0.777143
'Taiwan Province of China',2023,0.723747,0.727368,0.720408,0.833861,0.816354,0.57168,0.720991,0.158879,0.384762
'Taiwan Province of China',2022,0.730349,0.733625,0.727347,0.855591,0.83378,0.432718,0.607562,0.156542,0.339048
'Taiwan Province of China',2021,0.725603,0.727159,0.724286,0.85876,0.648123,0.644679,0.581486,0.175234,0.32
'Taiwan Province of China',2020,0.740458,0.7403,0.740816,0.669986,0.572386,0.584872,0.51369,0.331776,0.264762
'Taiwan Province of China',2019,0.713844,0.713809,0.714082,0.600724,0.824397,0.772208,0.460235,0.352804,0.251429
Tajikistan,2022,0.481741,0.488527,0.474898,0.440018,0.75067,0.255937,0.655802,0.242991,0.55619
Tajikistan,2021,0.491438,0.491865,0.491224,0.437302,0.587802,0.455585,0.6206,0.275701,0.579048
Tajikistan,2020,0.5098,0.505215,0.514286,0.229968,0.514075,0.437995,0.589309,0.35514,0.470476
Tajikistan,2019,0.528368,0.523363,0.533061,0.215029,0.730563,0.598945,0.554107,0.425234,0.422857
Tanzania,2023,0.162162,0.168335,0.155918,0.371209,0.387399,0.334213,0.799218,0.446262,0.489524
Tanzania,2022,0.144213,0.152274,0.136122,0.378452,0.441689,0.188215,0.666232,0.546729,0.512381
Tanzania,2021,0.145863,0.153734,0.138367,0.383884,0.314343,0.373791,0.628422,0.579439,0.514286
Tanzania,2020,0.129565,0.136003,0.123469,0.196016,0.276139,0.263852,0.590613,0.71729,0.44
Tanzania,2019,0.099237,0.102211,0.096327,0.206881,0.49933,0.389622,0.538462,0.635514,0.388571
Thailand,2023,0.61502,0.622445,0.607755,0.671797,0.817024,0.545295,0.860495,0.661215,0.045714
Thailand,2022,0.58758,0.59637,0.57898,0.685831,0.815013,0.405453,0.688396,0.679907,0.024762
Thailand,2021,0.597483,0.601585,0.593469,0.694885,0.648794,0.613017,0.67927,0.75,0.049524
Thailand,2020,0.616876,0.618899,0.614898,0.501132,0.55563,0.524186,0.671447,0.876168,0.053333
Thailand,2019,0.619765,0.619942,0.619388,0.455862,0.817694,0.698329,0.66884,0.880841,0.060952
Togo,2023,0.251496,0.254485,0.248571,0.343142,0.306971,0.281442,0.46545,0.296729,0.297143
Togo,2022,0.23561,0.245932,0.225714,0.348574,0.344504,0.141601,0.353325,0.348131,0.259048
Togo,2021,0.230452,0.242386,0.21898,0.349027,0.130027,0.316623,0.255541,0.406542,0.251429
Togo,2020,0.22942,0.239466,0.219592,0.114984,0.074397,0.17854,0.25163,0.488318,0.20381
Togo,2019,0.245925,0.250313,0.241837,0.121322,0.281501,0.301671,0.271186,0.469626,0.219048
'Trinidad and Tobago',2019,0.659583,0.689612,0.630204,0.528746,0.857239,0.579595,0.595828,0.464953,0.028571
Tunisia,2023,0.294409,0.290989,0.297551,0.591218,0.55429,0.509235,0.205997,0.056075,0.034286
Tunisia,2022,0.309882,0.311014,0.308776,0.60344,0.571716,0.371152,0.212516,0.051402,0.030476
Tunisia,2021,0.313802,0.316854,0.310816,0.611136,0.313673,0.576957,0.286832,0.067757,0.055238
Tunisia,2020,0.330307,0.333542,0.327347,0.416025,0.259383,0.518909,0.3103,0.133178,0.08381
Tunisia,2019,0.28822,0.28786,0.288776,0.396107,0.49866,0.686895,0.182529,0.130841,0.08381
