@relation 'WHR_merged_3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R2,1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute country_name {Afghanistan,Albania,Algeria,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,'Bosnia and Herzegovina',Botswana,Brazil,Bulgaria,'Burkina Faso',Burundi,Cambodia,Cameroon,Canada,'Central African Republic',Chad,Chile,China,Colombia,Comoros,Congo,'Costa Rica','C te d Ivoire',Croatia,Cyprus,Czechia,Denmark,'Dominican Republic','DR Congo',Ecuador,Egypt,'El Salvador',Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,'Hong Kong SAR of China',Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,'Lao PDR',Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,'New Zealand',Nicaragua,Niger,Nigeria,'North Cyprus','North Macedonia',Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,'Republic of Korea','Republic of Moldova',Romania,'Russian Federation',Rwanda,'Saudi Arabia',Senegal,Serbia,'Sierra Leone',Singapore,Slovakia,Slovenia,'South Africa','South Sudan',Spain,'Sri Lanka','State of Palestine',Swaziland,Sweden,Switzerland,'Taiwan Province of China',Tajikistan,Tanzania,Thailand,Togo,'Trinidad and Tobago',Tunisia,'T rkiye',Turkmenistan,Uganda,Ukraine,'United Arab Emirates','United Kingdom','United States',Uruguay,Uzbekistan,Venezuela,'Viet Nam',Yemen,Zambia,Zimbabwe,'Czech Republic',Qatar,Russia,Belize,'South Korea',Moldova,Turkey,'Hong Kong S.A.R. of China',Somalia,Vietnam,Bhutan,'Palestinian Territories','Congo (Brazzaville)','Congo (Kinshasa)','Ivory Coast',Sudan,Angola,Syria,Laos}
@attribute year numeric
@attribute ladder_score numeric
@attribute upperwhisker numeric
@attribute lowerwhisker numeric
@attribute log_gdp_per_capita numeric
@attribute social_support numeric
@attribute healthy_life_expectancy numeric
@attribute freedom_to_make_life_choices numeric
@attribute generosity numeric
@attribute perceptions_of_corruption numeric

@data
Czechia,2022,0.794306,0.797038,0.791633,0.82526,0.949062,0.419525,0.778357,0.369159,0.095238
Czechia,2021,0.809779,0.81748,0.802245,0.821639,0.758713,0.628848,0.735332,0.369159,0.091429
Czechia,2020,0.819063,0.824364,0.813878,0.62019,0.644772,0.618294,0.63103,0.121495,0.087619
Czechia,2019,0.807922,0.810388,0.80551,0.548665,0.855898,0.787159,0.53455,0.107477,0.095238
Denmark,2022,0.947184,0.950563,0.944082,0.8823,0.951743,0.472296,0.831812,0.485981,1
Denmark,2020,0.954198,0.954735,0.953469,0.679946,0.656836,0.671064,0.769231,0.485981,0.92381
Denmark,2019,0.959563,0.959741,0.959184,0.600724,0.921582,0.861038,0.741851,0.567757,0.942857
'Dominican Republic',2023,0.583454,0.595953,0.571224,0.686736,0.766756,0.449428,0.826597,0.200935,0.373333
'Dominican Republic',2022,0.53105,0.542762,0.519592,0.695337,0.736595,0.308707,0.687093,0.193925,0.371429
'Dominican Republic',2021,0.565711,0.576345,0.555306,0.696243,0.586461,0.507476,0.664928,0.196262,0.340952
'Dominican Republic',2020,0.526099,0.53713,0.515306,0.500679,0.503351,0.488127,0.632334,0.235981,0.274286
'Dominican Republic',2019,0.555808,0.566542,0.545306,0.444998,0.80496,0.652595,0.608866,0.261682,0.220952
'DR Congo',2023,0.061894,0.073425,0.050612,0.241738,0.35992,0.230431,0.491525,0.441589,0.137143
'DR Congo',2022,0.043738,0.059241,0.028571,0.24038,0.439678,0.092348,0.363755,0.42757,0.129524
'DR Congo',2019,0.271508,0.295161,0.248367,0.028067,0.47252,0.243624,0.350717,0.593458,0.154286
Ecuador,2023,0.563235,0.571548,0.554898,0.595292,0.685657,0.562885,0.664928,0.203271,0.148571
Ecuador,2022,0.528987,0.536504,0.521633,0.607967,0.700402,0.418646,0.604954,0.184579,0.131429
Ecuador,2021,0.523623,0.530455,0.517143,0.612042,0.503351,0.622691,0.611473,0.186916,0.158095
Ecuador,2020,0.571281,0.576763,0.565918,0.423268,0.454424,0.562885,0.604954,0.25,0.118095
Ecuador,2019,0.604498,0.608886,0.600408,0.386148,0.732574,0.737907,0.598435,0.268692,0.165714
Egypt,2023,0.2026,0.199416,0.20551,0.62019,0.581769,0.4292,0.51369,0.058411,0.493333
Egypt,2022,0.242418,0.245515,0.239592,0.623359,0.565684,0.286719,0.483703,0.088785,0.47619
Egypt,2021,0.266763,0.264289,0.26898,0.628339,0.404826,0.48197,0.48631,0.095794,0.48381
Egypt,2020,0.265731,0.263037,0.268367,0.43187,0.347855,0.37467,0.456323,0.161215,0.175238
Egypt,2019,0.238498,0.231957,0.245102,0.396107,0.573056,0.525066,0.362451,0.161215,0.180952
'El Salvador',2023,0.716732,0.727785,0.705714,0.572657,0.63807,0.48285,0.938722,0.193925,0.481905
'El Salvador',2022,0.645141,0.656446,0.633878,0.578542,0.613941,0.336851,0.804433,0.184579,0.422857
'El Salvador',2021,0.644729,0.654985,0.634694,0.572657,0.428954,0.533861,0.743155,0.207944,0.40381
'El Salvador',2020,0.632556,0.642053,0.623061,0.382526,0.366622,0.496922,0.676662,0.271028,0.304762
'El Salvador',2019,0.691768,0.699207,0.68449,0.339067,0.684316,0.662269,0.558018,0.278037,0.222857
Estonia,2023,0.712399,0.71214,0.712449,0.793119,0.937668,0.577836,0.924381,0.38785,0.76381
Estonia,2022,0.713844,0.714226,0.713673,0.813943,0.936997,0.434477,0.82399,0.357477,0.708571
Estonia,2021,0.690324,0.689403,0.69102,0.811679,0.739946,0.640281,0.773142,0.287383,0.634286
Estonia,2020,0.658964,0.657697,0.660204,0.60842,0.637399,0.562885,0.710561,0.278037,0.500952
Estonia,2019,0.62451,0.622028,0.626735,0.539611,0.88807,0.741425,0.627119,0.292056,0.384762
Eswatini,2023,0.104601,0.117438,0.092041,0.56813,0.534182,0.154793,0.245111,0.13785,0.220952
Eswatini,2021,0.289045,0.312265,0.266327,0.576732,0.441019,0.173263,0.212516,0.088785,0.293333
Ethiopia,2023,0.178667,0.185023,0.172449,0.358533,0.52748,0.369393,0.449804,0.630841,0.192381
Ethiopia,2022,0.226119,0.242595,0.209796,0.358986,0.660858,0.219877,0.462842,0.661215,0.192381
Ethiopia,2021,0.257066,0.261786,0.252653,0.356722,0.456434,0.401935,0.490222,0.478972,0.259048
Ethiopia,2020,0.264081,0.263663,0.264286,0.167497,0.369303,0.291117,0.462842,0.563084,0.217143
Ethiopia,2019,0.245719,0.2403,0.25102,0.142598,0.585121,0.425682,0.413299,0.53271,0.222857
Finland,2020,1,1,1,0.654595,0.655496,0.651715,0.77575,0.28972,0.91619
Finland,2019,0.993192,0.992908,0.993469,0.581711,0.919571,0.845207,0.73794,0.373832,0.910476
France,2023,0.745616,0.745724,0.74551,0.822997,0.817694,0.639402,0.722295,0.261682,0.535238
France,2022,0.756344,0.756154,0.756735,0.840199,0.874665,0.497801,0.633638,0.193925,0.514286
France,2021,0.761708,0.760951,0.762245,0.843368,0.731233,0.710642,0.614081,0.163551,0.506667
France,2020,0.762327,0.761786,0.762857,0.643278,0.63874,0.707124,0.573664,0.214953,0.447619
France,2019,0.756963,0.756571,0.757143,0.574015,0.892091,0.905893,0.54498,0.264019,0.432381
Gabon,2023,0.435527,0.444931,0.426327,0.635129,0.60992,0.302551,0.547588,0.10514,0.190476
Gabon,2022,0.420879,0.430747,0.41102,0.650973,0.598525,0.16095,0.325945,0.084112,0.194286
Gabon,2021,0.404993,0.413225,0.397143,0.66048,0.408847,0.348285,0.322034,0.074766,0.188571
Gabon,2020,0.383124,0.393826,0.372653,0.469443,0.38807,0.318382,0.42764,0.135514,0.121905
Gabon,2019,0.378378,0.383187,0.373673,0.447261,0.655496,0.459982,0.355932,0.121495,0.106667
Gambia,2023,0.307407,0.31602,0.298776,0.33952,0.372654,0.290237,0.473272,0.757009,0.091429
Gambia,2022,0.264906,0.286608,0.243878,0.3445,0.325737,0.153034,0.247718,0.775701,0.062857
Gambia,2021,0.447493,0.479558,0.415918,0.355364,0.330429,0.324538,0.353325,0.906542,0.19619
Gambia,2019,0.362286,0.369629,0.354898,0.116342,0.506032,0.310466,0.400261,0.995327,0.300952
Georgia,2023,0.451826,0.453275,0.450408,0.664101,0.577748,0.460862,0.761408,0,0.331429
Georgia,2022,0.436146,0.439925,0.432653,0.668628,0.548928,0.3219,0.577575,0,0.382857
Georgia,2021,0.408087,0.410722,0.40551,0.664101,0.324397,0.523307,0.537158,0,0.39619
Georgia,2020,0.39117,0.393826,0.388776,0.466274,0.229223,0.437995,0.511082,0.074766,0.344762
Georgia,2019,0.346194,0.343763,0.348571,0.383431,0.404155,0.611258,0.507171,0.11215,0.331429
Germany,2023,0.76831,0.772841,0.763673,0.84699,0.845845,0.617414,0.787484,0.406542,0.700952
Germany,2022,0.804002,0.809136,0.79898,0.868719,0.853217,0.474055,0.680574,0.357477,0.695238
Germany,2021,0.833299,0.836879,0.83,0.870982,0.643432,0.682498,0.637549,0.380841,0.681905
Germany,2020,0.858263,0.859825,0.856531,0.669986,0.579759,0.665787,0.657106,0.455607,0.582857
Germany,2019,0.841964,0.841886,0.842041,0.594839,0.831769,0.854881,0.610169,0.588785,0.588571
Ghana,2023,0.266969,0.268252,0.265714,0.487551,0.414879,0.316623,0.687093,0.42757,0.053333
Ghana,2022,0.332164,0.337714,0.326735,0.498416,0.420912,0.173263,0.560626,0.492991,0.066667
Ghana,2021,0.38725,0.394034,0.380612,0.503395,0.313003,0.359719,0.526728,0.537383,0.106667
Ghana,2020,0.431813,0.439925,0.424082,0.307832,0.313003,0.252419,0.548892,0.626168,0.110476
Ghana,2019,0.444192,0.449103,0.439388,0.260751,0.561662,0.379947,0.496741,0.609813,0.108571
Greece,2023,0.606354,0.608469,0.604082,0.762336,0.769437,0.612137,0.314211,0.042056,0.177143
Greece,2022,0.605736,0.607843,0.603673,0.773201,0.75,0.470536,0.198175,0.018692,0.184762
Greece,2021,0.609243,0.611806,0.606735,0.770937,0.571046,0.680739,0.199478,0.035047,0.205714
Greece,2020,0.562822,0.56383,0.561633,0.576279,0.457775,0.668426,0.191656,0,0.140952
Greece,2019,0.519909,0.520859,0.51898,0.510638,0.697721,0.861038,0.101695,0,0.093333
Guatemala,2023,0.679183,0.698164,0.660612,0.570394,0.697721,0.41073,0.833116,0.245327,0.148571
Guatemala,2022,0.650918,0.678348,0.624286,0.582617,0.710456,0.272647,0.697523,0.247664,0.125714
Guatemala,2021,0.674025,0.69879,0.649796,0.576732,0.47118,0.459103,0.73794,0.261682,0.219048
Guatemala,2020,0.709717,0.723196,0.696327,0.382526,0.4437,0.456464,0.706649,0.380841,0.2
Guatemala,2019,0.70229,0.709846,0.694694,0.341331,0.701072,0.620932,0.674055,0.399533,0.186667
Guinea,2023,0.418403,0.428869,0.408367,0.376188,0.331099,0.207564,0.554107,0.490654,0.20381
Guinea,2022,0.428512,0.438673,0.418571,0.382073,0.434316,0.063325,0.355932,0.476636,0.194286
Guinea,2021,0.39117,0.400083,0.382245,0.383884,0.293566,0.241865,0.3103,0.5,0.220952
Guinea,2020,0.410357,0.427618,0.393469,0.190131,0.181635,0.181179,0.375489,0.584112,0.211429
Guinea,2019,0.403136,0.413433,0.393061,0.17655,0.41756,0.293755,0.359844,0.581776,0.213333
Honduras,2023,0.613369,0.626617,0.600408,0.493889,0.607909,0.441513,0.813559,0.408879,0.154286
Honduras,2022,0.624716,0.643721,0.605918,0.504753,0.632708,0.299912,0.674055,0.441589,0.118095
Honduras,2021,0.62451,0.642261,0.607143,0.502943,0.507373,0.488127,0.633638,0.471963,0.144762
Honduras,2020,0.60326,0.619733,0.587347,0.318244,0.441689,0.521548,0.628422,0.563084,0.158095
Honduras,2019,0.610274,0.619942,0.600816,0.271163,0.709786,0.69657,0.615385,0.600467,0.165714
'Hong Kong SAR of China',2023,0.478853,0.478306,0.479388,0.864192,0.707775,0.753738,0.507171,0.343458,0.765714
'Hong Kong SAR of China',2022,0.477202,0.478306,0.476327,0.883205,0.719169,0.617414,0.405476,0.287383,0.742857
'Hong Kong SAR of China',2021,0.501341,0.498748,0.503673,0.885921,0.553619,0.828496,0.396349,0.343458,0.729524
'Hong Kong SAR of China',2020,0.512069,0.513767,0.510204,0.690358,0.477882,0.7854,0.40678,0.542056,0.651429
'Hong Kong SAR of China',2019,0.518878,0.519608,0.518367,0.623359,0.747989,1,0.473272,0.672897,0.632381
Hungary,2023,0.623478,0.628703,0.618367,0.779538,0.938338,0.524186,0.632334,0.287383,0.127619
Hungary,2022,0.62843,0.633917,0.623061,0.794024,0.932306,0.382586,0.528031,0.245327,0.12381
Hungary,2021,0.637714,0.641844,0.633673,0.791308,0.740617,0.587511,0.507171,0.182243,0.121905
Hungary,2020,0.618321,0.620567,0.616122,0.588954,0.64008,0.540897,0.466754,0.156542,0.07619
Hungary,2019,0.619971,0.619107,0.62102,0.526935,0.867962,0.709763,0.378096,0.163551,0.053333
Iceland,2023,0.934599,0.940342,0.929184,0.851517,0.997989,0.631486,0.942634,0.602804,0.346667
Iceland,2022,0.93563,0.941802,0.929388,0.871888,1,0.491645,0.837027,0.584112,0.35619
Iceland,2021,0.941201,0.947226,0.93551,0.876415,0.798928,0.706245,0.810952,0.630841,0.36381
Iceland,2020,0.940582,0.951189,0.930204,0.670892,0.699732,0.67898,0.784876,0.684579,0.32381
Iceland,2019,0.930266,0.940968,0.92,0.600724,0.951743,0.880387,0.73794,0.845794,0.27619
India,2023,0.218486,0.211306,0.22551,0.527841,0.351877,0.366755,0.874837,0.406542,0.232381
India,2022,0.214772,0.204839,0.22449,0.524672,0.365952,0.221636,0.767927,0.408879,0.211429
India,2021,0.161337,0.149771,0.172653,0.528293,0.16622,0.414248,0.718383,0.462617,0.234286
India,2020,0.170002,0.158323,0.181429,0.335446,0.126005,0.336851,0.685789,0.574766,0.201905
India,2019,0.119249,0.108052,0.130408,0.330919,0.345845,0.475814,0.632334,0.553738,0.201905
Indonesia,2023,0.530844,0.534001,0.527755,0.616116,0.707775,0.415128,0.890482,0.932243,0.104762
Indonesia,2022,0.470807,0.476012,0.46551,0.626528,0.697721,0.276165,0.739244,0.985981,0.072381
Iran,2023,0.397772,0.399249,0.396327,0.649615,0.675603,0.502199,0.352021,0.549065,0.234286
Iran,2022,0.388075,0.390071,0.386122,0.663196,0.652815,0.361478,0.241199,0.535047,0.247619
Iran,2021,0.390551,0.3932,0.387755,0.638298,0.410858,0.564644,0.241199,0.563084,0.278095
Iran,2020,0.356097,0.358365,0.353878,0.466274,0.287534,0.493404,0.233377,0.771028,0.274286
Iran,2019,0.345987,0.348769,0.343469,0.465822,0.508043,0.658751,0.267275,0.647196,0.272381
Iraq,2023,0.447906,0.453275,0.442653,0.565414,0.581769,0.437995,0.428944,0.329439,0.091429
Iraq,2022,0.401485,0.414894,0.388367,0.5799,0.552949,0.28496,0.332464,0.313084,0.072381
Iraq,2021,0.401485,0.414894,0.388367,0.583522,0.371314,0.487247,0.302477,0.343458,0.087619
Iraq,2020,0.383536,0.387985,0.379184,0.411951,0.341823,0.335092,0.268579,0.357477,0.078095
Iraq,2019,0.369301,0.381101,0.357551,0.444545,0.591823,0.465259,0.245111,0.357477,0.139048
Ireland,2023,0.792862,0.796204,0.789592,0.963785,0.845845,0.615655,0.863103,0.478972,0.79619
Ireland,2022,0.807922,0.810597,0.805102,0.974196,0.869303,0.474055,0.730117,0.434579,0.779048
Ireland,2021,0.834743,0.836671,0.832857,0.963785,0.69571,0.685136,0.692308,0.443925,0.777143
Ireland,2020,0.843821,0.84564,0.842041,0.744228,0.646113,0.662269,0.664928,0.556075,0.699048
Ireland,2019,0.845678,0.847309,0.844082,0.655048,0.900134,0.858399,0.64146,0.689252,0.710476
Israel,2023,0.896637,0.895912,0.897347,0.816206,0.928284,0.650836,0.710561,0.357477,0.367619
Israel,2022,0.92387,0.923029,0.924694,0.829787,0.933646,0.507476,0.616688,0.28972,0.300952
Israel,2021,0.901382,0.900292,0.902245,0.826618,0.732574,0.719437,0.615385,0.36215,0.272381
Israel,2020,0.858675,0.858156,0.859184,0.622906,0.634048,0.693052,0.538462,0.485981,0.226667
Israel,2019,0.852899,0.855653,0.85,0.550475,0.854558,0.886544,0.423729,0.623832,0.190476
Italy,2023,0.686817,0.693784,0.679796,0.814848,0.80429,0.633245,0.543677,0.261682,0.140952
Italy,2022,0.703528,0.709428,0.697551,0.829335,0.829088,0.491645,0.445893,0.226636,0.12
Italy,2021,0.716319,0.721736,0.710816,0.83024,0.619303,0.704485,0.411995,0.198598,0.112381
Italy,2020,0.71962,0.722153,0.717347,0.630602,0.544236,0.701847,0.36897,0.310748,0.089524
Italy,2019,0.699814,0.701293,0.698571,0.559529,0.817024,0.899736,0.293351,0.397196,0.07619
Jamaica,2023,0.587374,0.615144,0.56,0.579448,0.801609,0.498681,0.718383,0.207944,0.053333
Jamaica,2022,0.558696,0.576971,0.540612,0.590765,0.80496,0.361478,0.640156,0.184579,0.074286
Jamaica,2021,0.589024,0.607635,0.570612,0.586691,0.614611,0.568162,0.614081,0.186916,0.100952
Jamaica,2020,0.683722,0.731122,0.637551,0.40335,0.538874,0.526825,0.680574,0.231308,0.066667
Jamaica,2019,0.597277,0.62912,0.565918,0.352648,0.857909,0.693052,0.595828,0.271028,0.057143
Japan,2023,0.63235,0.632874,0.631837,0.808511,0.821716,0.690413,0.698827,0.053738,0.417143
Japan,2022,0.646586,0.64685,0.646327,0.826166,0.849866,0.547054,0.599739,0.021028,0.394286
Japan,2021,0.628017,0.62766,0.628367,0.830693,0.644102,0.761653,0.574967,0.016355,0.415238
Japan,2020,0.607592,0.607009,0.608367,0.628791,0.550268,0.737027,0.531943,0.046729,0.365714
Japan,2019,0.593357,0.592824,0.593878,0.573563,0.806971,0.943712,0.520209,0.084112,0.344762
Jordan,2023,0.245719,0.249479,0.242041,0.571299,0.573056,0.522427,0.647979,0.13785,0.36
Jordan,2022,0.232102,0.236128,0.227959,0.58488,0.571046,0.385224,0.548892,0.130841,0.329524
Jordan,2021,0.238704,0.243221,0.23449,0.599366,0.399464,0.593668,0.495437,0.135514,0.380952
Jordan,2020,0.288838,0.293283,0.284286,0.402897,0.373324,0.512753,0.468057,0.184579,0.285714
Jordan,2019,0.337941,0.341886,0.334286,0.355364,0.678284,0.684257,0.428944,0.212617,0.289524
Kazakhstan,2023,0.658758,0.660826,0.656531,0.734269,0.890751,0.489006,0.830508,0.348131,0.228571
Kazakhstan,2022,0.64968,0.652691,0.646735,0.753282,0.913539,0.342128,0.693611,0.317757,0.28381
Kazakhstan,2021,0.668248,0.671673,0.664898,0.755093,0.731903,0.537379,0.636245,0.313084,0.299048
Kazakhstan,2020,0.651331,0.653525,0.64898,0.556813,0.653485,0.4635,0.621904,0.334112,0.251429
Kazakhstan,2019,0.631937,0.632666,0.631224,0.508375,0.88807,0.614776,0.522816,0.359813,0.209524
Kenya,2023,0.304312,0.309762,0.298776,0.469443,0.514075,0.310466,0.551499,0.658879,0.131429
Kenya,2022,0.307819,0.314143,0.301429,0.475781,0.504692,0.167106,0.419817,0.679907,0.104762
Kenya,2021,0.319373,0.328118,0.310816,0.46718,0.319705,0.352682,0.448501,0.752336,0.15619
Kenya,2020,0.332577,0.341469,0.323673,0.272974,0.254692,0.33861,0.504563,0.876168,0.139048
Kenya,2019,0.327625,0.335002,0.320408,0.215482,0.520777,0.471416,0.551499,0.920561,0.127619
Kosovo,2023,0.735713,0.741969,0.729592,0.617474,0.770107,0.526825,0.838331,0.593458,0.139048
Kosovo,2022,0.695894,0.704005,0.687755,0.622001,0.764745,0.327177,0.707953,0.642523,0.085714
Kosovo,2021,0.713844,0.721944,0.705918,0.616569,0.550268,0.50044,0.655802,0.721963,0.066667
Kosovo,2020,0.69672,0.704422,0.689184,0.424174,0.455094,0.424802,0.647979,0.831776,0.026667
Kosovo,2019,0.687023,0.692115,0.682245,0.380263,0.707775,0.591909,0.601043,0.759346,0.017143
Kuwait,2023,0.816175,0.823947,0.808776,0.83522,0.828418,0.581354,0.953064,0.46729,0.327619
Kuwait,2021,0.64184,0.651856,0.632041,0.861928,0.573056,0.656992,0.67927,0.203271,0.28
Kuwait,2020,0.64184,0.651856,0.632041,0.661385,0.488606,0.510114,0.645372,0.280374,0.247619
Kuwait,2019,0.641015,0.646016,0.636327,0.645088,0.74866,0.682498,0.617992,0.310748,0.215238
Kyrgyzstan,2023,0.560966,0.560075,0.561633,0.477139,0.904155,0.51715,0.96219,0.525701,0.057143
Kyrgyzstan,2022,0.583866,0.584689,0.583061,0.480308,0.878686,0.366755,0.833116,0.546729,0.034286
Kyrgyzstan,2021,0.584485,0.585315,0.583878,0.483929,0.657507,0.561126,0.778357,0.485981,0.047619
Kyrgyzstan,2020,0.567155,0.56821,0.565918,0.301041,0.565013,0.440633,0.752282,0.621495,0.038095
Kyrgyzstan,2019,0.52548,0.525031,0.525714,0.232232,0.813003,0.598945,0.676662,0.703271,0.057143
'Lao PDR',2023,0.442335,0.448686,0.436122,0.546854,0.481233,0.372032,0.912647,0.397196,0.318095
'Lao PDR',2022,0.436559,0.450355,0.422857,0.557718,0.485925,0.226033,0.80704,0.432243,0.308571
'Lao PDR',2021,0.442542,0.449103,0.436327,0.560887,0.352547,0.421284,0.760104,0.46028,0.350476
'Lao PDR',2020,0.419847,0.419065,0.420612,0.365776,0.315013,0.290237,0.713168,0.626168,0.340952
'Lao PDR',2019,0.390757,0.387568,0.393878,0.323676,0.575737,0.427441,0.672751,0.63785,0.369524
Latvia,2023,0.668248,0.668335,0.668367,0.769579,0.924933,0.496042,0.743155,0.296729,0.148571
Latvia,2022,0.663916,0.664372,0.663469,0.786329,0.922922,0.356201,0.63103,0.25,0.135238
Latvia,2021,0.657107,0.656028,0.658367,0.784065,0.732574,0.560246,0.529335,0.175234,0.171429
Latvia,2020,0.626573,0.624322,0.628776,0.581711,0.615952,0.516271,0.402868,0.191589,0.169524
Latvia,2019,0.609655,0.606592,0.612653,0.516523,0.86193,0.684257,0.303781,0.175234,0.171429
Lebanon,2020,0.327832,0.329787,0.325918,0.473065,0.495979,0.523307,0.102999,0.327103,0.049524
Lebanon,2019,0.366619,0.364414,0.368571,0.402445,0.713137,0.693931,0.11734,0.371495,0.041905
Lesotho,2023,0.039406,0.074885,0.004898,0.349027,0.484584,0,0.556714,0.191589,0.161905
Lesotho,2021,0.106664,0.133083,0.080816,0.37981,0.482574,0,0.421121,0.17757,0.034286
Lesotho,2020,0.106664,0.133083,0.080816,0.204165,0.404155,0.006157,0.402868,0.240654,0.028571
Lesotho,2019,0.135754,0.14685,0.124898,0.205976,0.644102,0.08883,0.408083,0.240654,0.095238
Liberia,2023,0.262843,0.284522,0.241429,0.280217,0.365282,0.264732,0.586701,0.415888,0.142857
Liberia,2022,0.21601,0.253442,0.179592,0.284292,0.345845,0.124011,0.488918,0.511682,0.135238
Liberia,2021,0.438828,0.483521,0.394898,0.287913,0.363271,0.271768,0.402868,0.415888,0.152381
Liberia,2020,0.33629,0.359408,0.313673,0.103214,0.302949,0.222515,0.435463,0.516355,0.108571
Liberia,2019,0.322468,0.335628,0.309592,0.078769,0.531501,0.344767,0.404172,0.530374,0.097143
Libya,2023,0.592325,0.600125,0.584898,0.69081,0.651475,0.483729,0.646675,0.259346,0.388571
Libya,2021,0.481741,0.507509,0.456735,0.668176,0.546247,0.532982,0.496741,0.247664,0.340952
Libya,2020,0.498246,0.510638,0.486122,0.472612,0.464477,0.382586,0.492829,0.306075,0.331429
Libya,2019,0.514545,0.521068,0.508163,0.462653,0.715818,0.541777,0.462842,0.334112,0.327619
Lithuania,2023,0.788735,0.789737,0.787551,0.799457,0.88874,0.525945,0.569752,0.102804,0.220952
Lithuania,2022,0.777388,0.779933,0.774898,0.81847,0.926944,0.379947,0.509778,0.13785,0.169524
Lithuania,2021,0.711987,0.714435,0.709388,0.816659,0.72118,0.579595,0.521512,0.123832,0.146667
Lithuania,2020,0.672581,0.674593,0.670816,0.611136,0.628016,0.538259,0.495437,0.130841,0.139048
Lithuania,2019,0.664328,0.665832,0.663061,0.540516,0.874665,0.699208,0.422425,0.126168,0.154286
Luxembourg,2023,0.851455,0.855861,0.847143,0.969217,0.822386,0.622691,0.919166,0.341121,0.822857
Luxembourg,2022,0.873324,0.887151,0.859796,0.995926,0.823727,0.48285,0.800522,0.348131,0.79619
Luxembourg,2021,0.909635,0.915937,0.903469,1,0.688338,0.694811,0.787484,0.280374,0.739048
Luxembourg,2020,0.89313,0.894034,0.892245,0.792666,0.586461,0.668426,0.707953,0.38785,0.672381
Luxembourg,2019,0.875387,0.873592,0.876939,0.69579,0.844504,0.867194,0.670143,0.457944,0.699048
Macedonia,2019,0.446668,0.4466,0.446531,0.423268,0.707105,0.706245,0.409387,0.434579,0.047619
Madagascar,2023,0.254384,0.260534,0.248367,0.284292,0.465818,0.292876,0.200782,0.401869,0.234286
Madagascar,2022,0.211265,0.227159,0.195714,0.286102,0.436327,0.156552,0.118644,0.413551,0.255238
Madagascar,2021,0.277285,0.296204,0.258776,0.303305,0.346515,0.332454,0.138201,0.334112,0.293333
Madagascar,2020,0.250258,0.258448,0.242449,0.120416,0.25134,0.299912,0.14472,0.432243,0.165714
Madagascar,2019,0.241593,0.243638,0.239388,0.11091,0.466488,0.440633,0.126467,0.446262,0.144762
Malawi,2023,0.087889,0.094076,0.081837,0.279312,0.189008,0.306948,0.619296,0.315421,0.259048
Malawi,2022,0.103157,0.117021,0.089796,0.288366,0.235255,0.166227,0.51369,0.324766,0.245714
Malawi,2021,0.155766,0.173342,0.138776,0.293345,0.101206,0.341249,0.496741,0.327103,0.299048
Malawi,2020,0.124819,0.139967,0.11,0.051154,0.02681,0.262093,0.505867,0.497664,0.255238
Malawi,2019,0.112028,0.118064,0.106122,0.080127,0.269437,0.39226,0.509778,0.497664,0.251429
Malaysia,2023,0.614813,0.619107,0.610612,0.745134,0.680295,0.474934,0.955671,0.528037,0.226667
Malaysia,2022,0.622447,0.637672,0.607755,0.753735,0.688338,0.33861,0.734029,0.518692,0.232381
Malaysia,2021,0.560347,0.570505,0.550612,0.764599,0.542895,0.545295,0.72751,0.497664,0.24
Malaysia,2020,0.492882,0.494368,0.491633,0.569941,0.448391,0.516271,0.688396,0.630841,0.121905
Malaysia,2019,0.492882,0.494368,0.491633,0.528746,0.701072,0.693931,0.653194,0.642523,0.118095
Maldives,2020,0.454508,0.464956,0.444286,0.504753,0.594504,0.613017,0.624511,0.476636,0.139048
Maldives,2019,0.454508,0.464956,0.444286,0.424627,0.853887,0.80387,0.589309,0.523364,0.137143
Mali,2023,0.255209,0.258031,0.252449,0.338162,0.375335,0.234828,0.638853,0.280374,0.171429
Mali,2022,0.248195,0.25219,0.244082,0.345405,0.341153,0.093228,0.449804,0.28271,0.112381
Mali,2021,0.306169,0.3131,0.299388,0.358533,0.237936,0.273527,0.33116,0.299065,0.08
Mali,2020,0.356509,0.370046,0.343469,0.175192,0.309651,0.096746,0.375489,0.383178,0.137143
Mali,2019,0.357747,0.363997,0.351633,0.159348,0.566354,0.206684,0.367666,0.397196,0.118095
Malta,2023,0.691355,0.692532,0.69,0.827071,0.882038,0.621812,0.822686,0.584112,0.238095
