log_gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,val
0.711182,0.797587,0.516271,0.698827,0.257009,0.251429,0.409209
0.69579,0.842493,0.372911,0.608866,0.397196,0.11619,0.404025
0.712087,0.599866,0.579595,0.474576,0.315421,0.146667,0.392184
0.522861,0.511394,0.560246,0.392438,0.38785,0.154286,0.390609
0.45722,0.762735,0.737907,0.269883,0.348131,0.186667,0.375086
0.549117,0.229893,0.435356,0.697523,0.098131,0.15619,0.160313
0.559529,0.272788,0.296394,0.578879,0.030374,0.161905,0.160806
0.546854,0.093834,0.496922,0.516297,0.046729,0.194286,0.15687
0.358533,0.060992,0.490765,0.496741,0.079439,0.167619,0.148312
0.343594,0.346515,0.655233,0.461538,0.093458,0.146667,0.140747
0.253508,0.506032,0.137203,0.82399,0.369159,0.373333,0.082397
0.258035,0.507373,0.0,0.6897,0.376168,0.365714,0.078783
0.261657,0.356568,0.167986,0.647979,0.432243,0.380952,0.078529
0.082843,0.339142,0.172383,0.667536,0.53271,0.310476,0.07778
0.081032,0.55429,0.28496,0.606258,0.514019,0.310476,0.07775
0.442734,0.576408,0.383465,0.461538,0.936916,0.331429,0.203166
0.46718,0.668231,0.236588,0.474576,0.934579,0.369524,0.196036
0.57311,0.726542,0.270009,0.487614,0.161215,0.11619,0.163083
0.583522,0.668901,0.127529,0.374185,0.161215,0.135238,0.160728
0.58488,0.502011,0.311346,0.375489,0.156542,0.135238,0.165817
0.399276,0.451072,0.230431,0.410691,0.212617,0.112381,0.153158
0.380263,0.74933,0.35796,0.45502,0.17757,0.102857,0.151452
0.436849,0.577748,0.389622,0.726206,0.488318,0.219048,0.115476
0.443187,0.602547,0.247142,0.614081,0.502336,0.198095,0.107554
0.44545,0.439678,0.438874,0.551499,0.553738,0.247619,0.107153
0.234948,0.384718,0.436236,0.511082,0.670561,0.257143,0.09776
0.200996,0.652145,0.588391,0.501956,0.703271,0.24381,0.094253
0.86057,0.894102,0.620932,0.820078,0.577103,0.708571,0.414449
0.879131,0.911528,0.479332,0.750978,0.586449,0.750476,0.419634
0.880489,0.72252,0.692172,0.723598,0.633178,0.798095,0.411565
0.679493,0.637399,0.662269,0.718383,0.705607,0.731429,0.407368
0.606157,0.895442,0.858399,0.675359,0.785047,0.702857,0.415556
0.819375,0.937668,0.591909,0.847458,0.528037,0.914286,0.330889
0.833861,0.949062,0.451187,0.750978,0.537383,0.897143,0.31348
0.838388,0.741957,0.66139,0.761408,0.57243,0.92,0.299494
0.633771,0.647453,0.690413,0.741851,0.64486,0.847619,0.290545
0.562245,0.910858,0.886544,0.718383,0.761682,0.878095,0.299671
0.496605,0.760724,0.476693,0.908735,0.310748,0.478095,0.129012
0.502037,0.780161,0.33861,0.735332,0.345794,0.415238,0.137691
0.500226,0.603887,0.542656,0.67927,0.392523,0.40381,0.144825
0.313717,0.520107,0.531223,0.595828,0.469626,0.335238,0.139223
0.28067,0.766086,0.706245,0.604954,0.497664,0.331429,0.137711
0.259393,0.367962,0.257696,0.676662,0.338785,0.28,0.102389
0.253961,0.335121,0.120493,0.578879,0.359813,0.266667,0.098779
0.258035,0.289544,0.286719,0.619296,0.385514,0.27619,0.097049
0.073336,0.183646,0.146878,0.547588,0.46729,0.299048,0.094709
0.048891,0.386059,0.262973,0.441982,0.485981,0.262857,0.091654
0.471707,0.634718,0.225154,0.612777,0.469626,0.03619,0.118817
0.482119,0.589142,0.080915,0.458931,0.411215,0.024762,0.114116
0.488456,0.404826,0.263852,0.453716,0.408879,0.072381,0.106034
0.300136,0.33311,0.044855,0.439374,0.495327,0.074286,0.103419
0.29244,0.575737,0.147757,0.441982,0.516355,0.091429,0.102225
0.667723,0.770107,0.50044,0.63103,0.453271,0.028571,0.401091
0.678135,0.699062,0.358839,0.546284,0.483645,0.038095,0.411257
0.681304,0.492627,0.560246,0.511082,0.502336,0.059048,0.407332
0.483477,0.431635,0.470536,0.461538,0.495327,0.041905,0.420358
0.883658,0.930965,0.619173,0.963494,0.523364,0.921905,0.31026
0.902671,0.933646,0.478452,0.85528,0.495327,0.881905,0.298671
0.904029,0.744638,0.691293,0.82399,0.507009,0.902857,0.293633
0.698506,0.656836,0.687775,0.791395,0.581776,0.813333,0.301931
0.644636,0.91622,0.886544,0.74837,0.672897,0.826667,0.31012
0.483929,0.316354,0.282322,0.581486,0.336449,0.140952,0.165142
0.489362,0.354558,0.138962,0.541069,0.329439,0.194286,0.1646
0.474876,0.191019,0.328936,0.458931,0.422897,0.213333,0.175626
0.288366,0.197721,0.283201,0.419817,0.588785,0.184762,0.163393
0.279312,0.49933,0.413369,0.402868,0.535047,0.234286,0.15219
0.770484,0.847185,0.556728,0.813559,0.147196,0.081905,0.16372
0.775917,0.853887,0.417766,0.696219,0.151869,0.068571,0.162408
0.776369,0.656166,0.623571,0.646675,0.114486,0.097143,0.160126
0.587596,0.568365,0.586631,0.65189,0.184579,0.100952,0.170571
0.497057,0.836461,0.773087,0.63103,0.226636,0.102857,0.177253
0.632866,0.857909,0.48285,0.902216,0.306075,0.12381,0.200436
0.646446,0.870643,0.344767,0.758801,0.345794,0.118095,0.194035
0.637845,0.671582,0.548813,0.694915,0.399533,0.112381,0.20958
0.444998,0.564343,0.48285,0.659713,0.481308,0.070476,0.201018
0.406519,0.831099,0.647318,0.640156,0.476636,0.12381,0.197313
0.620643,0.705094,0.582234,0.676662,0.182243,0.055238,0.221961
0.629244,0.686997,0.438874,0.590613,0.170561,0.051429,0.208429
0.632413,0.493968,0.646438,0.585398,0.21028,0.070476,0.21654
0.446356,0.47252,0.547933,0.573664,0.203271,0.059048,0.181859
0.416025,0.723861,0.724714,0.543677,0.214953,0.051429,0.176135
0.557718,0.682306,0.387863,0.95176,0.231308,0.259048,0.144907
0.560435,0.656836,0.251539,0.805737,0.242991,0.268571,0.149006
0.574015,0.525469,0.452067,0.758801,0.25,0.270476,0.151954
0.386148,0.469169,0.37467,0.723598,0.292056,0.24,0.13596
0.350837,0.74866,0.529464,0.685789,0.301402,0.247619,0.138622
0.786781,0.863941,0.562005,0.657106,0.189252,0.333333,0.430788
0.799909,0.902145,0.419525,0.541069,0.280374,0.264762,0.442917
0.795835,0.701072,0.626209,0.556714,0.28972,0.266667,0.432137
0.592576,0.572386,0.587511,0.602347,0.186916,0.247619,0.454782
0.529199,0.792225,0.763412,0.602347,0.147196,0.306667,0.458554
0.782254,0.831099,0.614776,0.861799,0.109813,0.066667,0.420627
0.795835,0.823056,0.472296,0.778357,0.07243,0.070476,0.423427
0.796741,0.636729,0.683377,0.728814,0.037383,0.074286,0.39691
0.598914,0.543566,0.668426,0.684485,0.067757,0.062857,0.410836
0.529199,0.812332,0.861038,0.644068,0.123832,0.053333,0.40919
0.821639,0.703753,0.677221,0.598435,0.294393,0.300952,0.296948
0.838841,0.710456,0.530343,0.456323,0.261682,0.310476,0.292354
0.837936,0.508043,0.739666,0.414602,0.259346,0.335238,0.273145
0.635129,0.422252,0.704485,0.335072,0.313084,0.257143,0.272763
0.563603,0.674263,0.899736,0.212516,0.397196,0.180952,0.266462
0.626981,0.770107,0.476693,0.780965,0.179907,0.08381,0.309355
0.645088,0.786863,0.329815,0.670143,0.21729,0.038095,0.296927
0.641467,0.589812,0.525066,0.606258,0.238318,0.053333,0.272133
0.445903,0.509383,0.476693,0.573664,0.320093,0.024762,0.28616
0.320507,0.743298,0.627089,0.383312,0.406542,0.026667,0.310471
0.769126,0.742627,0.512753,0.809648,0.095794,0.011429,0.424707
0.781349,0.772118,0.372032,0.697523,0.102804,0.0,0.437354
0.77818,0.588472,0.576077,0.663625,0.091121,0.011429,0.422357
0.577184,0.47185,0.523307,0.610169,0.10514,0.001905,0.42664
0.507017,0.714477,0.69657,0.57236,0.158879,0.001905,0.432221
0.743323,0.819705,0.467018,0.59322,0.32243,0.230476,0.340934
0.760525,0.841153,0.3219,0.460235,0.280374,0.173333,0.328856
0.762789,0.648123,0.515391,0.397653,0.273364,0.152381,0.344753
0.561793,0.579088,0.449428,0.408083,0.268692,0.114286,0.356228
0.510186,0.838472,0.598065,0.395046,0.231308,0.087619,0.358624
0.16478,0.049598,0.35796,0.692308,0.530374,0.939048,0.185249
0.155274,0.264745,0.503078,0.662321,0.551402,0.925714,0.179704
0.833861,0.826408,0.449428,0.900913,0.266355,0.358095,0.085476
0.842463,0.83244,0.308707,0.764016,0.21729,0.32381,0.084378
0.846537,0.646113,0.507476,0.723598,0.182243,0.342857,0.08317
0.649615,0.560322,0.502199,0.661017,0.21028,0.310476,0.082588
0.603893,0.792225,0.668426,0.589309,0.203271,0.310476,0.079813
0.419647,0.41756,0.344767,0.666232,0.35514,0.131429,0.105937
0.42689,0.401475,0.203166,0.551499,0.331776,0.114286,0.098474
0.422363,0.269437,0.39314,0.518905,0.334112,0.154286,0.084521
0.234495,0.288204,0.313984,0.371578,0.369159,0.167619,0.084502
0.228158,0.55429,0.455585,0.333768,0.383178,0.15619,0.087508
0.696243,0.846515,0.514512,0.739244,0.46729,0.192381,0.474038
0.70258,0.814343,0.372911,0.67927,0.574766,0.154286,0.469263
0.701675,0.642091,0.578716,0.586701,0.511682,0.167619,0.476654
0.498416,0.533512,0.557608,0.503259,0.441589,0.125714,0.479511
0.447261,0.803619,0.728232,0.389831,0.350467,0.112381,0.48109
0.296062,0.293566,0.222515,0.48631,0.422897,0.100952,0.140317
0.303305,0.276139,0.080915,0.35854,0.450935,0.097143,0.130142
0.310548,0.193029,0.240106,0.3794,0.471963,0.104762,0.123845
0.126301,0.16689,0.087951,0.40678,0.567757,0.089524,0.121242
0.109099,0.41555,0.17942,0.372881,0.602804,0.091429,0.121134
0.772295,0.946381,0.561126,0.612777,0.224299,0.110476,0.420943
0.783612,0.949062,0.415128,0.518905,0.299065,0.041905,0.429725
0.785876,0.739946,0.621812,0.499348,0.275701,0.047619,0.429099
0.590312,0.628686,0.574318,0.485007,0.25,0.034286,0.42165
0.540969,0.868633,0.75022,0.42764,0.273364,0.020952,0.419738
0.808511,0.920912,0.611258,0.90352,0.366822,0.249524,0.409772
0.821639,0.94571,0.467898,0.79661,0.336449,0.215238,0.41817
0.819375,0.75134,0.676341,0.767927,0.275701,0.219048,0.409589
0.615663,0.646783,0.635004,0.774446,0.285047,0.161905,0.410762
0.547306,0.896113,0.82058,0.718383,0.341121,0.146667,0.414626
0.628791,0.831769,0.283201,0.574967,0.182243,0.064762,0.214366
0.641467,0.871314,0.131047,0.479791,0.21028,0.03619,0.201209
0.645088,0.643432,0.317502,0.451108,0.207944,0.087619,0.18952
0.437755,0.514075,0.233069,0.457627,0.336449,0.097143,0.183263
0.40833,0.758043,0.35796,0.441982,0.294393,0.114286,0.195954
0.799457,0.900134,0.641161,0.681877,0.278037,0.337143,0.358247
0.813943,0.913539,0.498681,0.569752,0.235981,0.299048,0.365824
0.81847,0.725871,0.710642,0.533246,0.235981,0.28381,0.344178
0.622454,0.622654,0.726473,0.477184,0.315421,0.23619,0.351414
0.557266,0.866622,0.924362,0.430248,0.385514,0.209524,0.352889
0.616116,0.704424,0.515391,0.634941,0.336449,0.059048,0.201518
0.64373,0.734584,0.37467,0.577575,0.280374,0.16381,0.191538
0.640561,0.540214,0.580475,0.564537,0.350467,0.150476,0.146165
0.448167,0.463807,0.521548,0.603651,0.558411,0.093333,0.146587
0.406519,0.715147,0.69657,0.564537,0.591121,0.093333,0.149968
0.850158,0.920241,0.636763,0.967405,0.516355,0.998095,0.315898
0.869624,0.926273,0.494283,0.857888,0.525701,0.990476,0.309077
0.869172,0.72118,0.706245,0.818774,0.509346,0.975238,0.305559
0.669081,0.626005,0.671064,0.767927,0.570093,0.853333,0.316018
0.598461,0.874665,0.867194,0.722295,0.63785,0.841905,0.320208
0.891806,0.869303,0.656992,0.864407,0.404206,0.948571,0.286004
0.915346,0.894772,0.511873,0.758801,0.352804,0.904762,0.308776
0.917157,0.735925,0.722955,0.757497,0.343458,0.878095,0.290704
0.708918,0.637399,0.717678,0.726206,0.476636,0.786667,0.294556
0.629697,0.900804,0.915567,0.694915,0.628505,0.777143,0.30379
0.440018,0.75067,0.255937,0.655802,0.242991,0.55619,0.115747
0.437302,0.587802,0.455585,0.6206,0.275701,0.579048,0.10162
0.229968,0.514075,0.437995,0.589309,0.35514,0.470476,0.09639
0.215029,0.730563,0.598945,0.554107,0.425234,0.422857,0.097549
0.671797,0.817024,0.545295,0.860495,0.661215,0.045714,0.3748
0.685831,0.815013,0.405453,0.688396,0.679907,0.024762,0.374376
0.694885,0.648794,0.613017,0.67927,0.75,0.049524,0.350204
0.501132,0.55563,0.524186,0.671447,0.876168,0.053333,0.334961
0.455862,0.817694,0.698329,0.66884,0.880841,0.060952,0.326168
0.343142,0.306971,0.281442,0.46545,0.296729,0.297143,0.130482
0.348574,0.344504,0.141601,0.353325,0.348131,0.259048,0.125053
0.349027,0.130027,0.316623,0.255541,0.406542,0.251429,0.114197
0.114984,0.074397,0.17854,0.25163,0.488318,0.20381,0.108682
0.121322,0.281501,0.301671,0.271186,0.469626,0.219048,0.107315
0.528746,0.857239,0.579595,0.595828,0.464953,0.028571,0.265843
0.591218,0.55429,0.509235,0.205997,0.056075,0.034286,0.260451
0.60344,0.571716,0.371152,0.212516,0.051402,0.030476,0.231288
0.611136,0.313673,0.576957,0.286832,0.067757,0.055238,0.202338
0.416025,0.259383,0.518909,0.3103,0.133178,0.08381,0.214011
0.396107,0.49866,0.686895,0.182529,0.130841,0.08381,0.227996
0.770484,0.701743,0.554969,0.138201,0.158879,0.219048,0.243163
0.775917,0.683646,0.41073,0.03781,0.221963,0.182857,0.240856
0.772748,0.493968,0.617414,0.147327,0.203271,0.219048,0.239997
0.570394,0.456434,0.518909,0.182529,0.226636,0.198095,0.229318
0.510186,0.716488,0.686895,0.205997,0.200935,0.230476,0.220861
0.671797,0.798257,0.453826,0.720991,0.733645,0.060952,0.164833
0.473517,0.699732,0.386104,0.659713,0.85514,0.062857,0.162215
0.456768,0.926273,0.538259,0.546284,0.754673,0.064762,0.155051
0.349479,0.685657,0.328056,0.640156,0.415888,0.102857,0.214925
0.355364,0.680965,0.176781,0.428944,0.46028,0.097143,0.202911
0.351743,0.50067,0.367634,0.398957,0.518692,0.125714,0.203857
0.16478,0.395442,0.211082,0.393742,0.623832,0.102857,0.186532
0.14124,0.619303,0.332454,0.398957,0.619159,0.121905,0.185284
0.611136,0.795576,0.451187,0.697523,0.665888,0.047619,0.354632
0.614758,0.821716,0.312225,0.59322,0.619159,0.030476,0.331788
0.638751,0.63874,0.512753,0.491525,0.439252,0.032381,0.337009
0.443187,0.5563,0.454705,0.418514,0.422897,0.019048,0.352446
0.353101,0.799598,0.614776,0.290743,0.418224,0.019048,0.339356
0.897691,0.69437,0.495163,0.937419,0.488318,0.491429,0.063188
0.912177,0.733914,0.352682,0.846154,0.439252,0.470476,0.053965
0.904482,0.571046,0.556728,0.790091,0.476636,0.47619,0.046191
0.703938,0.490617,0.522427,0.74837,0.551402,0.424762,0.045059
0.647804,0.752681,0.693052,0.726206,0.656542,0.419048,0.049148
0.824808,0.802949,0.591029,0.804433,0.623832,0.668571,0.390217
0.840652,0.829759,0.449428,0.691004,0.635514,0.647619,0.367897
0.845179,0.680295,0.659631,0.653194,0.675234,0.626667,0.358932
0.644183,0.626005,0.665787,0.63103,0.794393,0.582857,0.36756
0.576279,0.891421,0.858399,0.559322,0.871495,0.615238,0.365456
0.877773,0.847185,0.476693,0.638853,0.521028,0.321905,0.307374
0.896333,0.892761,0.343008,0.601043,0.490654,0.327619,0.311041
0.897239,0.706434,0.552331,0.623207,0.514019,0.337143,0.310501
0.693979,0.604558,0.546174,0.597132,0.588785,0.293333,0.311317
0.622001,0.855898,0.73175,0.57236,0.696262,0.289524,0.305859
0.722499,0.873324,0.520668,0.885267,0.247664,0.419048,0.451602
0.732005,0.882708,0.382586,0.765319,0.238318,0.48381,0.476987
0.7311,0.705094,0.591029,0.741851,0.240654,0.504762,0.420542
0.526935,0.612601,0.5708,0.6897,0.299065,0.424762,0.398513
0.484835,0.869303,0.753738,0.649283,0.308411,0.367619,0.415336
0.548665,0.848525,0.474055,0.963494,0.586449,0.409524,0.126639
0.555455,0.817024,0.329815,0.839635,0.607477,0.39619,0.12692
0.551833,0.646113,0.527704,0.808344,0.661215,0.457143,0.127834
0.348121,0.602547,0.46438,0.808344,0.913551,0.51619,0.131076
0.315527,0.875335,0.630607,0.778357,0.848131,0.533333,0.131013
0.0,0.799598,0.431838,0.550196,0.448598,0.16381,0.267441
0.0,0.756702,0.299912,0.355932,0.478972,0.16,0.255415
0.0,0.563003,0.508355,0.243807,0.525701,0.15619,0.249802
0.385695,0.515416,0.504837,0.245111,0.182243,0.137143,0.236424
0.348574,0.818365,0.674582,0.229465,0.203271,0.121905,0.216508
0.602535,0.763405,0.474055,0.973924,0.219626,0.304762,0.240074
0.610684,0.726542,0.335092,0.840939,0.313084,0.232381,0.228341
0.566772,0.538874,0.537379,0.79661,0.334112,0.2,0.214805
0.369851,0.49933,0.541777,0.760104,0.28972,0.173333,0.217059
0.325034,0.754021,0.720317,0.723598,0.317757,0.171429,0.211911
0.303757,0.772788,0.257696,0.346806,0.186916,0.215238,0.081329
0.312811,0.613271,0.337731,0.305085,0.21028,0.186667,0.079312
0.148936,0.47118,0.239226,0.22425,0.214953,0.169524,0.07922
0.177909,0.703083,0.364996,0.19296,0.221963,0.165714,0.076494
0.406971,0.456434,0.23219,0.822686,0.392523,0.207619,0.164752
0.413762,0.510724,0.083553,0.585398,0.441589,0.152381,0.156214
0.421005,0.300938,0.269129,0.559322,0.474299,0.158095,0.15925
0.239022,0.284182,0.203166,0.509778,0.530374,0.140952,0.146204
0.243096,0.514745,0.320141,0.514993,0.586449,0.165714,0.143207
0.338615,0.483914,0.204046,0.509778,0.224299,0.249524,0.115706
0.343142,0.504692,0.060686,0.34811,0.261682,0.222857,0.116496
0.428701,0.376676,0.237467,0.303781,0.247664,0.2,0.136265
0.206881,0.349196,0.21372,0.342894,0.366822,0.142857,0.119305
0.192847,0.616622,0.329815,0.366362,0.352804,0.154286,0.12023
0.731553,0.942359,0.700967,0.702738,0.845794,0.601905,0.317949
0.670892,0.953753,0.697449,0.691004,0.829439,0.76381,0.422579
0.708465,0.930965,0.754617,0.683181,0.679907,0.699048,0.309773
0.653689,0.946381,0.711522,0.680574,0.57243,0.729524,0.345803
0.676324,0.904826,0.730871,0.674055,0.899533,0.731429,0.333231
0.622454,0.836461,0.737027,0.404172,0.771028,0.161905,0.211274
0.50249,0.863271,0.668426,0.63103,0.502336,0.190476,0.187473
0.673155,0.892761,0.716799,0.615385,0.738318,0.420952,0.356162
0.699864,0.865952,0.680739,0.53455,0.918224,0.259048,0.312851
0.695337,0.958445,0.712401,0.621904,1.0,0.567619,0.281986
0.673608,0.901475,0.702726,0.608866,0.785047,0.527619,0.431093
0.662743,0.894102,0.719437,0.578879,0.542056,0.478095,0.384436
0.788592,0.891421,0.743184,0.653194,0.661215,0.607619,0.293012
0.567225,0.774799,0.720317,0.366362,0.764019,0.15619,0.242993
0.73608,0.762735,0.639402,0.667536,0.843458,0.617143,0.047082
0.501132,0.873324,0.542656,0.444589,0.378505,0.211429,0.212989
0.536442,0.879357,0.611258,0.520209,0.254673,0.114286,0.277821
0.521956,0.725871,0.62445,0.413299,0.28271,0.253333,0.144539
0.765957,0.821716,0.834653,0.591917,0.808411,0.88381,0.179641
0.551381,0.86059,0.632366,0.629726,0.408879,0.339048,0.412832
0.394749,0.756032,0.474934,0.567145,0.661215,0.146667,0.127818
0.558624,0.83445,0.620932,0.591917,0.492991,0.135238,0.171536
0.647804,0.844504,0.742304,0.487614,0.303738,0.329524,0.399543
0.626528,0.941019,0.781882,0.408083,0.443925,0.135238,0.352911
0.84699,0.768097,0.62445,0.662321,0.771028,0.83619,0.036523
0.484835,0.853887,0.523307,0.496741,0.348131,0.089524,0.173128
0.693074,0.77681,0.518909,0.461538,0.345794,0.52,0.079261
0.616116,0.839142,0.457344,0.551499,0.759346,0.017143,0.252862
0.739249,0.758713,0.555849,0.521512,0.53271,0.409524,0.070573
0.599819,0.922922,0.627089,0.260756,0.320093,0.045714,0.423154
0.673608,0.800938,0.574318,0.574967,0.404206,0.489524,0.093124
0.584427,0.775469,0.544415,0.398957,0.974299,0.125714,0.158957
0.333635,0.77681,0.574318,0.458931,0.705607,0.249524,0.126634
0.453146,0.776139,0.603342,0.468057,0.350467,0.266667,0.144882
0.411951,0.706434,0.524186,0.43807,0.182243,0.171429,0.185707
0.58488,0.883378,0.614776,0.552803,0.369159,0.112381,0.459877
0.355817,0.952413,0.437995,0.732725,0.971963,0.470476,0.133986
0.631507,0.882708,0.75022,0.208605,0.404206,0.053333,0.41023
0.411046,0.63874,0.395778,0.589309,0.560748,0.184762,0.13381
0.641467,0.876676,0.80299,0.53455,0.28271,0.312381,0.410274
0.595292,0.902145,0.55321,0.179922,0.023364,0.022857,0.453582
0.494341,0.682306,0.543536,0.178618,0.161215,0.278095,0.104724
0.570847,0.855898,0.562005,0.29987,0.357477,0.140952,0.447983
0.330014,0.753351,0.51803,0.189048,0.488318,0.019048,0.327036
0.551381,0.684987,0.602463,0.470665,0.313084,0.007619,0.442036
0.377546,0.737265,0.416887,0.603651,0.528037,0.114286,0.225311
0.511996,0.914879,0.385224,0.419817,0.584112,0.493333,0.151703
0.581711,0.841823,0.532982,0.444589,0.471963,0.226667,0.190742
0.607062,0.88807,0.69569,0.621904,0.567757,0.085714,0.427939
0.468538,0.731233,0.55409,0.461538,0.296729,0.089524,0.162126
0.538253,0.725201,0.561126,0.514993,0.843458,0.08,0.202958
0.613852,0.672252,0.743184,0.337679,0.633178,0.078095,0.273375
0.598008,0.904155,0.611258,0.499348,0.231308,0.348571,0.414299
0.523766,0.882708,0.561126,0.259452,0.36215,0.297143,0.346338
0.498868,0.824397,0.457344,0.482399,0.35514,0.177143,0.157209
0.422363,0.924263,0.509235,0.492829,0.523364,0.173333,0.186239
0.388411,0.754692,0.411609,0.637549,0.453271,0.188571,0.139297
0.483929,0.757373,0.572559,0.147327,0.514019,0.078095,0.485822
0.448619,0.744638,0.532102,0.419817,0.401869,0.228571,0.114477
0.582164,0.814343,0.605101,0.104302,0.182243,0.070476,0.536752
0.419194,0.831099,0.563764,0.492829,0.546729,0.104762,0.255207
0.553644,0.563003,0.616535,0.208605,0.579439,0.081905,0.49643
0.489362,0.692359,0.651715,0.491525,0.067757,0.04381,0.282349
0.329108,0.365282,0.353562,0.181226,0.735981,0.23619,0.148492
0.510638,0.873324,0.542656,0.075619,0.151869,0.121905,0.190463
0.507469,0.743968,0.586631,0.129074,0.462617,0.167619,0.383929
0.397465,0.433646,0.525945,0.40678,0.074766,0.167619,0.12812
0.522408,0.686327,0.475814,0.393742,0.10514,0.344762,0.192732
0.488456,0.853887,0.505717,0.595828,0.436916,0.217143,0.155336
0.583522,0.744638,0.712401,0.0,0.0,0.081905,0.421749
0.486646,0.671582,0.646438,0.25163,0.616822,0.072381,0.172132
0.595292,0.830429,0.700088,0.52412,0.221963,0.030476,0.400591
0.444545,0.630697,0.620053,0.140808,0.768692,0.0,0.426014
0.330919,0.680965,0.512753,0.328553,0.551402,0.139048,0.090382
0.010412,0.397453,0.100264,0.659713,0.682243,0.537143,0.096473
0.354912,0.729223,0.050132,0.389831,0.53972,0.049524,0.102916
0.237664,0.766086,0.465259,0.490222,0.581776,0.278095,0.094032
0.217293,0.704424,0.443272,0.448501,0.920561,0.139048,0.090892
0.464916,0.914879,0.490765,0.388527,0.78972,0.062857,0.283422
0.477592,0.842493,0.164468,0.499348,0.324766,0.139048,0.204881
0.455862,0.495979,0.539138,0.252934,0.116822,0.165714,0.220621
0.448167,0.58244,0.457344,0.242503,0.301402,0.217143,0.124591
0.525577,0.875335,0.622691,0.25163,0.264019,0.020952,0.443188
0.166591,0.573727,0.005277,0.290743,0.684579,0.135238,0.115695
0.255319,0.548257,0.116974,0.435463,0.551402,0.097143,0.10912
0.523766,0.391421,0.562005,0.199478,0.904206,0.093333,0.147465
0.450883,0.453083,0.64292,0.371578,0.469626,0.07619,0.262265
0.265731,0.406836,0.468777,0.498044,0.401869,0.23619,0.150467
0.436397,0.650134,0.298153,0.552803,0.179907,0.177143,0.14118
0.10593,0.497989,0.094107,0.501956,0.752336,0.340952,0.075
0.21684,0.705094,0.359719,0.367666,0.42757,0.219048,0.083017
0.287913,0.586461,0.226913,0.477184,0.584112,0.148571,0.143449
0.499321,0.570375,0.440633,0.25163,0.46729,0.20381,0.160193
0.542327,0.689008,0.313984,0.281617,0.102804,0.144762,0.168616
0.153463,0.493968,0.310466,0.408083,0.731308,0.314286,0.197674
0.407877,0.589142,0.561126,0.132986,0.193925,0.051429,0.30303
0.358533,0.419571,0.400176,0.487614,0.542056,0.175238,0.121627
0.293345,0.766756,0.25066,0.0,0.471963,0.260952,0.117651
0.366229,0.47185,0.255057,0.441982,0.28271,0.152381,0.114223
0.430512,0.296917,0.57168,0.277705,0.126168,0.48,0.443905
0.041648,0.737936,0.167986,0.182529,0.574766,0.114286,0.114223
0.215482,0.772788,0.148637,0.275098,0.42757,0.2,0.131907
0.272522,0.588472,0.378188,0.70013,0.901869,0.129524,0.115744
0.301947,0.5,0.260334,0.426336,0.600467,0.047619,0.095701
0.405161,0.849196,0.506596,0.035202,0.630841,0.04381,0.337471
0.172476,0.671582,0.191733,0.452412,0.761682,0.108571,0.184048
0.158443,0.613271,0.189974,0.297262,0.586449,0.228571,0.077131
0.073336,0.579759,0.236588,0.349413,0.535047,0.264762,0.094425
0.105478,0.258043,0.277045,0.483703,0.670561,0.139048,0.191777
0.19828,0.553619,0.03606,0.08605,0.504673,0.102857,0.094796
0.170213,0.64008,0.173263,0.312907,0.441589,0.180952,0.119449
0.235853,0.711796,0.0,0.384615,0.366822,0.226667,0.145836
0.18153,0.30429,0.159191,0.013038,0.728972,0.11619,0.0703
0.507922,0.733244,0.300792,0.533246,0.231308,0.188571,0.117886
0.195111,0.205764,0.184697,0.430248,0.485981,0.11619,0.087343
0.138524,0.526139,0.329815,0.121252,0.488318,0.127619,0.156823
0.267995,0.540885,0.272647,0.199478,0.242991,0.108571,0.075885
0.179719,0.317024,0.14336,0.066493,0.668224,0.222857,0.199567
0.053871,0.49866,0.202287,0.308996,0.623832,0.074286,0.124553
0.11091,0.44437,0.170624,0.329857,0.619159,0.211429,0.106619
0.138072,0.203753,0.217238,0.370274,0.46028,0.182857,0.099911
0.167044,0.548257,0.286719,0.633638,0.591121,0.866667,0.168614
