year,ladder_score,upperwhisker,lowerwhisker,log_gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,val
2019,0.409738,0.411765,0.407551,0.228158,0.55429,0.455585,0.333768,0.383178,0.15619,0.087508
2023,0.704766,0.711723,0.697959,0.696243,0.846515,0.514512,0.739244,0.46729,0.192381,0.474038
2022,0.64968,0.665207,0.634286,0.70258,0.814343,0.372911,0.67927,0.574766,0.154286,0.469263
2021,0.656695,0.664164,0.649388,0.701675,0.642091,0.578716,0.586701,0.511682,0.167619,0.476654
2020,0.636064,0.640592,0.631429,0.498416,0.533512,0.557608,0.503259,0.441589,0.125714,0.479511
2019,0.57417,0.577388,0.571224,0.447261,0.803619,0.728232,0.389831,0.350467,0.112381,0.48109
2023,0.051578,0.0534,0.049796,0.296062,0.293566,0.222515,0.48631,0.422897,0.100952,0.140317
2022,0.029503,0.039424,0.019592,0.303305,0.276139,0.080915,0.35854,0.450935,0.097143,0.130142
2021,0.119455,0.129746,0.109388,0.310548,0.193029,0.240106,0.3794,0.471963,0.104762,0.123845
2020,0.176191,0.185857,0.166939,0.126301,0.16689,0.087951,0.40678,0.567757,0.089524,0.121242
2019,0.192078,0.195244,0.189184,0.109099,0.41555,0.17942,0.372881,0.602804,0.091429,0.121134
2023,0.672994,0.67209,0.673878,0.772295,0.946381,0.561126,0.612777,0.224299,0.110476,0.420943
2022,0.716732,0.723404,0.710204,0.783612,0.949062,0.415128,0.518905,0.299065,0.041905,0.429725
2021,0.70064,0.701919,0.699184,0.785876,0.739946,0.621812,0.499348,0.275701,0.047619,0.429099
2020,0.688261,0.688569,0.687959,0.590312,0.628686,0.574318,0.485007,0.25,0.034286,0.42165
2019,0.677945,0.677305,0.678367,0.540969,0.868633,0.75022,0.42764,0.273364,0.020952,0.419738
2023,0.773262,0.778682,0.767959,0.808511,0.920912,0.611258,0.90352,0.366822,0.249524,0.409772
2022,0.754075,0.759282,0.74898,0.821639,0.94571,0.467898,0.79661,0.336449,0.215238,0.41817
2021,0.749948,0.752607,0.747347,0.819375,0.75134,0.676341,0.767927,0.275701,0.219048,0.409589
2020,0.715081,0.716729,0.713469,0.615663,0.646783,0.635004,0.774446,0.285047,0.161905,0.410762
2019,0.694863,0.696496,0.693265,0.547306,0.896113,0.82058,0.718383,0.341121,0.146667,0.414626
2023,0.500722,0.508761,0.492857,0.628791,0.831769,0.283201,0.574967,0.182243,0.064762,0.214366
2022,0.470394,0.481227,0.459592,0.641467,0.871314,0.131047,0.479791,0.21028,0.03619,0.201209
2021,0.453683,0.45995,0.447551,0.645088,0.643432,0.317502,0.451108,0.207944,0.087619,0.18952
2020,0.40458,0.409679,0.399796,0.437755,0.514075,0.233069,0.457627,0.336449,0.097143,0.183263
2019,0.375284,0.380058,0.370612,0.40833,0.758043,0.35796,0.441982,0.294393,0.114286,0.195954
2023,0.706829,0.707551,0.705918,0.799457,0.900134,0.641161,0.681877,0.278037,0.337143,0.358247
2022,0.709924,0.711097,0.70898,0.813943,0.913539,0.498681,0.569752,0.235981,0.299048,0.365824
2021,0.718176,0.71965,0.716735,0.81847,0.725871,0.710642,0.533246,0.235981,0.28381,0.344178
2020,0.721271,0.72257,0.72,0.622454,0.622654,0.726473,0.477184,0.315421,0.23619,0.351414
2019,0.702703,0.703796,0.701633,0.557266,0.866622,0.924362,0.430248,0.385514,0.209524,0.352889
2023,0.186301,0.189403,0.183265,0.616116,0.704424,0.515391,0.634941,0.336449,0.059048,0.201518
2022,0.298535,0.311431,0.285714,0.64373,0.734584,0.37467,0.577575,0.280374,0.16381,0.191538
2021,0.28203,0.287234,0.276939,0.640561,0.540214,0.580475,0.564537,0.350467,0.150476,0.146165
2020,0.274397,0.28035,0.268571,0.448167,0.463807,0.521548,0.603651,0.558411,0.093333,0.146587
2019,0.274809,0.275553,0.274082,0.406519,0.715147,0.69657,0.564537,0.591121,0.093333,0.149968
2023,0.897256,0.899458,0.895306,0.850158,0.920241,0.636763,0.967405,0.516355,0.998095,0.315898
2022,0.907778,0.909053,0.906531,0.869624,0.926273,0.494283,0.857888,0.525701,0.990476,0.309077
2021,0.905509,0.906133,0.905102,0.869172,0.72118,0.706245,0.818774,0.509346,0.975238,0.305559
2020,0.901176,0.901752,0.900612,0.669081,0.626005,0.671064,0.767927,0.570093,0.853333,0.316018
2019,0.899113,0.900083,0.898367,0.598461,0.874665,0.867194,0.722295,0.63785,0.841905,0.320208
2023,0.838663,0.842094,0.835306,0.891806,0.869303,0.656992,0.864407,0.404206,0.948571,0.286004
2022,0.875799,0.879015,0.872653,0.915346,0.894772,0.511873,0.758801,0.352804,0.904762,0.308776
2021,0.931917,0.933667,0.93,0.917157,0.735925,0.722955,0.757497,0.343458,0.878095,0.290704
2020,0.944089,0.945557,0.942857,0.708918,0.637399,0.717678,0.726206,0.476636,0.786667,0.294556
2019,0.94182,0.942637,0.94102,0.629697,0.900804,0.915567,0.694915,0.628505,0.777143,0.30379
2022,0.481741,0.488527,0.474898,0.440018,0.75067,0.255937,0.655802,0.242991,0.55619,0.115747
2021,0.491438,0.491865,0.491224,0.437302,0.587802,0.455585,0.6206,0.275701,0.579048,0.10162
2020,0.5098,0.505215,0.514286,0.229968,0.514075,0.437995,0.589309,0.35514,0.470476,0.09639
2019,0.528368,0.523363,0.533061,0.215029,0.730563,0.598945,0.554107,0.425234,0.422857,0.097549
2023,0.61502,0.622445,0.607755,0.671797,0.817024,0.545295,0.860495,0.661215,0.045714,0.3748
2022,0.58758,0.59637,0.57898,0.685831,0.815013,0.405453,0.688396,0.679907,0.024762,0.374376
2021,0.597483,0.601585,0.593469,0.694885,0.648794,0.613017,0.67927,0.75,0.049524,0.350204
2020,0.616876,0.618899,0.614898,0.501132,0.55563,0.524186,0.671447,0.876168,0.053333,0.334961
2019,0.619765,0.619942,0.619388,0.455862,0.817694,0.698329,0.66884,0.880841,0.060952,0.326168
2023,0.251496,0.254485,0.248571,0.343142,0.306971,0.281442,0.46545,0.296729,0.297143,0.130482
2022,0.23561,0.245932,0.225714,0.348574,0.344504,0.141601,0.353325,0.348131,0.259048,0.125053
2021,0.230452,0.242386,0.21898,0.349027,0.130027,0.316623,0.255541,0.406542,0.251429,0.114197
2020,0.22942,0.239466,0.219592,0.114984,0.074397,0.17854,0.25163,0.488318,0.20381,0.108682
2019,0.245925,0.250313,0.241837,0.121322,0.281501,0.301671,0.271186,0.469626,0.219048,0.107315
2019,0.659583,0.689612,0.630204,0.528746,0.857239,0.579595,0.595828,0.464953,0.028571,0.265843
2023,0.294409,0.290989,0.297551,0.591218,0.55429,0.509235,0.205997,0.056075,0.034286,0.260451
2022,0.309882,0.311014,0.308776,0.60344,0.571716,0.371152,0.212516,0.051402,0.030476,0.231288
2021,0.313802,0.316854,0.310816,0.611136,0.313673,0.576957,0.286832,0.067757,0.055238,0.202338
2020,0.330307,0.333542,0.327347,0.416025,0.259383,0.518909,0.3103,0.133178,0.08381,0.214011
2019,0.28822,0.28786,0.288776,0.396107,0.49866,0.686895,0.182529,0.130841,0.08381,0.227996
2023,0.4085,0.411973,0.405306,0.770484,0.701743,0.554969,0.138201,0.158879,0.219048,0.243163
2022,0.334021,0.347726,0.320408,0.775917,0.683646,0.41073,0.03781,0.221963,0.182857,0.240856
2021,0.360842,0.361911,0.36,0.772748,0.493968,0.617414,0.147327,0.203271,0.219048,0.239997
2020,0.40293,0.402169,0.403469,0.570394,0.456434,0.518909,0.182529,0.226636,0.198095,0.229318
2019,0.440891,0.438048,0.443673,0.510186,0.716488,0.686895,0.205997,0.200935,0.230476,0.220861
2021,0.51145,0.51481,0.508367,0.671797,0.798257,0.453826,0.720991,0.733645,0.060952,0.164833
2020,0.427275,0.422612,0.431837,0.473517,0.699732,0.386104,0.659713,0.85514,0.062857,0.162215
2019,0.438209,0.431164,0.445306,0.456768,0.926273,0.538259,0.546284,0.754673,0.064762,0.155051
2023,0.284093,0.290154,0.278163,0.349479,0.685657,0.328056,0.640156,0.415888,0.102857,0.214925
2022,0.296472,0.312265,0.281224,0.355364,0.680965,0.176781,0.428944,0.46028,0.097143,0.202911
2021,0.331752,0.341469,0.322245,0.351743,0.50067,0.367634,0.398957,0.518692,0.125714,0.203857
2020,0.33856,0.348352,0.329184,0.16478,0.395442,0.211082,0.393742,0.623832,0.102857,0.186532
2019,0.296472,0.303713,0.289388,0.14124,0.619303,0.332454,0.398957,0.619159,0.121905,0.185284
2023,0.387456,0.39174,0.383265,0.611136,0.795576,0.451187,0.697523,0.665888,0.047619,0.354632
2022,0.428306,0.43325,0.423673,0.614758,0.821716,0.312225,0.59322,0.619159,0.030476,0.331788
2021,0.430988,0.433876,0.428163,0.638751,0.63874,0.512753,0.491525,0.439252,0.032381,0.337009
2020,0.387869,0.389445,0.386327,0.443187,0.5563,0.454705,0.418514,0.422897,0.019048,0.352446
2019,0.323086,0.322904,0.323061,0.353101,0.799598,0.614776,0.290743,0.418224,0.019048,0.339356
2023,0.771199,0.77451,0.767959,0.897691,0.69437,0.495163,0.937419,0.488318,0.491429,0.063188
2022,0.737776,0.739675,0.735918,0.912177,0.733914,0.352682,0.846154,0.439252,0.470476,0.053965
2021,0.738808,0.740509,0.737143,0.904482,0.571046,0.556728,0.790091,0.476636,0.47619,0.046191
2020,0.735713,0.735711,0.73551,0.703938,0.490617,0.522427,0.74837,0.551402,0.424762,0.045059
2019,0.783165,0.784522,0.781837,0.647804,0.752681,0.693052,0.726206,0.656542,0.419048,0.049148
2023,0.7745,0.776596,0.772449,0.824808,0.802949,0.591029,0.804433,0.623832,0.668571,0.390217
2022,0.784196,0.785774,0.782449,0.840652,0.829759,0.449428,0.691004,0.635514,0.647619,0.367897
2021,0.814524,0.815186,0.813673,0.845179,0.680295,0.659631,0.653194,0.675234,0.626667,0.358932
2020,0.839488,0.840217,0.838776,0.644183,0.626005,0.665787,0.63103,0.794393,0.582857,0.36756
2019,0.860326,0.860868,0.859592,0.576279,0.891421,0.858399,0.559322,0.871495,0.615238,0.365456
2023,0.769548,0.773467,0.76551,0.877773,0.847185,0.476693,0.638853,0.521028,0.321905,0.307374
2022,0.804415,0.808511,0.800408,0.896333,0.892761,0.343008,0.601043,0.490654,0.327619,0.311041
2021,0.821539,0.82499,0.817959,0.897239,0.706434,0.552331,0.623207,0.514019,0.337143,0.310501
2020,0.816175,0.821235,0.811429,0.693979,0.604558,0.546174,0.597132,0.588785,0.293333,0.311317
2019,0.813906,0.818106,0.809592,0.622001,0.855898,0.73175,0.57236,0.696262,0.289524,0.305859
2023,0.746028,0.748018,0.744286,0.722499,0.873324,0.520668,0.885267,0.247664,0.419048,0.451602
2022,0.72189,0.724447,0.719184,0.732005,0.882708,0.382586,0.765319,0.238318,0.48381,0.476987
2021,0.717764,0.720067,0.71551,0.7311,0.705094,0.591029,0.741851,0.240654,0.504762,0.420542
2020,0.708892,0.711514,0.706327,0.526935,0.612601,0.5708,0.6897,0.299065,0.424762,0.398513
2019,0.710749,0.713183,0.708367,0.484835,0.869303,0.753738,0.649283,0.308411,0.367619,0.415336
2023,0.660202,0.666041,0.65449,0.548665,0.848525,0.474055,0.963494,0.586449,0.409524,0.126639
2022,0.62286,0.629954,0.616122,0.555455,0.817024,0.329815,0.839635,0.607477,0.39619,0.12692
2021,0.632969,0.639967,0.626122,0.551833,0.646113,0.527704,0.808344,0.661215,0.457143,0.127834
2020,0.656901,0.667918,0.645918,0.348121,0.602547,0.46438,0.808344,0.913551,0.51619,0.131076
2019,0.6732,0.678765,0.667551,0.315527,0.875335,0.630607,0.778357,0.848131,0.533333,0.131013
2023,0.53889,0.545474,0.532449,0.0,0.799598,0.431838,0.550196,0.448598,0.16381,0.267441
2022,0.45719,0.46433,0.45,0.0,0.756702,0.299912,0.355932,0.478972,0.16,0.255415
2021,0.398184,0.404881,0.391837,0.0,0.563003,0.508355,0.243807,0.525701,0.15619,0.249802
2020,0.391376,0.397789,0.385102,0.385695,0.515416,0.504837,0.245111,0.182243,0.137143,0.236424
2019,0.424593,0.431581,0.417755,0.348574,0.818365,0.674582,0.229465,0.203271,0.121905,0.216508
2023,0.628843,0.631623,0.626122,0.602535,0.763405,0.474055,0.973924,0.219626,0.304762,0.240074
2022,0.571075,0.574677,0.567755,0.610684,0.726542,0.335092,0.840939,0.313084,0.232381,0.228341
2021,0.51372,0.513141,0.514286,0.566772,0.538874,0.537379,0.79661,0.334112,0.2,0.214805
2020,0.498453,0.496037,0.500816,0.369851,0.49933,0.541777,0.760104,0.28972,0.173333,0.217059
2019,0.486486,0.481852,0.491224,0.325034,0.754021,0.720317,0.723598,0.317757,0.171429,0.211911
2023,0.116773,0.125991,0.107755,0.303757,0.772788,0.257696,0.346806,0.186916,0.215238,0.081329
2021,0.247988,0.265749,0.230612,0.312811,0.613271,0.337731,0.305085,0.21028,0.186667,0.079312
2020,0.136786,0.142678,0.130816,0.148936,0.47118,0.239226,0.22425,0.214953,0.169524,0.07922
2019,0.109759,0.109303,0.110408,0.177909,0.703083,0.364996,0.19296,0.221963,0.165714,0.076494
2023,0.104601,0.10972,0.099592,0.406971,0.456434,0.23219,0.822686,0.392523,0.207619,0.164752
2022,0.203631,0.220484,0.187143,0.413762,0.510724,0.083553,0.585398,0.441589,0.152381,0.156214
2021,0.15783,0.165207,0.150612,0.421005,0.300938,0.269129,0.559322,0.474299,0.158095,0.15925
2020,0.222406,0.229245,0.215918,0.239022,0.284182,0.203166,0.509778,0.530374,0.140952,0.146204
2019,0.157623,0.1602,0.155102,0.243096,0.514745,0.320141,0.514993,0.586449,0.165714,0.143207
2023,0.071384,0.072382,0.070612,0.338615,0.483914,0.204046,0.509778,0.224299,0.249524,0.115706
2022,0.043119,0.044431,0.041633,0.343142,0.504692,0.060686,0.34811,0.261682,0.222857,0.116496
2021,0.0,0.0,0.0,0.428701,0.376676,0.237467,0.303781,0.247664,0.2,0.136265
2020,0.030947,0.031081,0.030612,0.206881,0.349196,0.21372,0.342894,0.366822,0.142857,0.119305
2019,0.062719,0.063413,0.062041,0.192847,0.616622,0.329815,0.366362,0.352804,0.154286,0.12023
2017,0.937074,0.935336,0.938776,0.731553,0.942359,0.700967,0.702738,0.845794,0.601905,0.317949
2017,0.93398,0.932833,0.935102,0.670892,0.953753,0.697449,0.691004,0.829439,0.76381,0.422579
2017,0.928203,0.928661,0.927755,0.708465,0.930965,0.754617,0.683181,0.679907,0.699048,0.309773
2017,0.923045,0.921569,0.92449,0.653689,0.946381,0.711522,0.680574,0.57243,0.729524,0.345803
2017,0.884877,0.883187,0.886531,0.676324,0.904826,0.730871,0.674055,0.899533,0.731429,0.333231
2017,0.870229,0.869837,0.870612,0.622454,0.836461,0.737027,0.404172,0.771028,0.161905,0.211274
2017,0.842583,0.846475,0.838776,0.50249,0.863271,0.668426,0.63103,0.502336,0.190476,0.187473
2017,0.827522,0.826241,0.828776,0.673155,0.892761,0.716799,0.615385,0.738318,0.420952,0.356162
2017,0.82484,0.827076,0.822653,0.699864,0.865952,0.680739,0.53455,0.918224,0.259048,0.312851
2017,0.821539,0.820401,0.822653,0.695337,0.958445,0.712401,0.621904,1.0,0.567619,0.281986
2017,0.816175,0.812474,0.819796,0.673608,0.901475,0.702726,0.608866,0.785047,0.527619,0.431093
2017,0.803796,0.802253,0.805306,0.662743,0.894102,0.719437,0.578879,0.542056,0.478095,0.384436
2017,0.798019,0.795578,0.800408,0.788592,0.891421,0.743184,0.653194,0.661215,0.607619,0.293012
2017,0.754487,0.756988,0.752041,0.567225,0.774799,0.720317,0.366362,0.764019,0.15619,0.242993
2017,0.753662,0.753442,0.753878,0.73608,0.762735,0.639402,0.667536,0.843458,0.617143,0.047082
2017,0.75098,0.754068,0.747959,0.501132,0.873324,0.542656,0.444589,0.378505,0.211429,0.212989
2017,0.743553,0.746767,0.740408,0.536442,0.879357,0.611258,0.520209,0.254673,0.114286,0.277821
2017,0.73922,0.742804,0.735714,0.521956,0.725871,0.62445,0.413299,0.28271,0.253333,0.144539
2017,0.737982,0.735711,0.740204,0.765957,0.821716,0.834653,0.591917,0.808411,0.88381,0.179641
2017,0.713637,0.716729,0.710612,0.551381,0.86059,0.632366,0.629726,0.408879,0.339048,0.412832
2017,0.713637,0.72111,0.706327,0.394749,0.756032,0.474934,0.567145,0.661215,0.146667,0.127818
2017,0.713225,0.719024,0.707551,0.558624,0.83445,0.620932,0.591917,0.492991,0.135238,0.171536
2017,0.711162,0.710471,0.711837,0.647804,0.844504,0.742304,0.487614,0.303738,0.329524,0.399543
2017,0.703115,0.701085,0.705102,0.626528,0.941019,0.781882,0.408083,0.443925,0.135238,0.352911
2017,0.697339,0.721318,0.673878,0.84699,0.768097,0.62445,0.662321,0.771028,0.83619,0.036523
2017,0.693625,0.697121,0.690204,0.484835,0.853887,0.523307,0.496741,0.348131,0.089524,0.173128
2017,0.690943,0.695453,0.686531,0.693074,0.77681,0.518909,0.461538,0.345794,0.52,0.079261
2017,0.654632,0.68252,0.627347,0.616116,0.839142,0.457344,0.551499,0.759346,0.017143,0.252862
2017,0.641634,0.642887,0.640408,0.739249,0.758713,0.555849,0.521512,0.53271,0.409524,0.070573
2017,0.64019,0.639758,0.640612,0.599819,0.922922,0.627089,0.260756,0.320093,0.045714,0.423154
2017,0.63792,0.640175,0.635714,0.673608,0.800938,0.574318,0.574967,0.404206,0.489524,0.093124
2017,0.637301,0.640384,0.634286,0.584427,0.775469,0.544415,0.398957,0.974299,0.125714,0.158957
2017,0.634619,0.641844,0.627551,0.333635,0.77681,0.574318,0.458931,0.705607,0.249524,0.126634
2017,0.621622,0.624948,0.618367,0.453146,0.776139,0.603342,0.468057,0.350467,0.266667,0.144882
2017,0.62059,0.625574,0.615714,0.411951,0.706434,0.524186,0.43807,0.182243,0.171429,0.185707
2017,0.614401,0.614101,0.614694,0.58488,0.883378,0.614776,0.552803,0.369159,0.112381,0.459877
2017,0.613988,0.616604,0.611429,0.355817,0.952413,0.437995,0.732725,0.971963,0.470476,0.133986
2017,0.612544,0.611806,0.613265,0.631507,0.882708,0.75022,0.208605,0.404206,0.053333,0.41023
2017,0.610893,0.64393,0.578571,0.411046,0.63874,0.395778,0.589309,0.560748,0.184762,0.13381
2017,0.603466,0.60096,0.605918,0.641467,0.876676,0.80299,0.53455,0.28271,0.312381,0.410274
2017,0.599752,0.599291,0.600204,0.595292,0.902145,0.55321,0.179922,0.023364,0.022857,0.453582
2017,0.593563,0.598248,0.58898,0.494341,0.682306,0.543536,0.178618,0.161215,0.278095,0.104724
2017,0.589024,0.586149,0.591837,0.570847,0.855898,0.562005,0.29987,0.357477,0.140952,0.447983
2017,0.586548,0.583646,0.589388,0.330014,0.753351,0.51803,0.189048,0.488318,0.019048,0.327036
2017,0.583866,0.586149,0.581633,0.551381,0.684987,0.602463,0.470665,0.313084,0.007619,0.442036
2017,0.583454,0.582812,0.584082,0.377546,0.737265,0.416887,0.603651,0.528037,0.114286,0.225311
2017,0.583247,0.578849,0.587551,0.511996,0.914879,0.385224,0.419817,0.584112,0.493333,0.151703
2017,0.582628,0.582812,0.582449,0.581711,0.841823,0.532982,0.444589,0.471963,0.226667,0.190742
2017,0.570043,0.569879,0.570204,0.607062,0.88807,0.69569,0.621904,0.567757,0.085714,0.427939
2017,0.561172,0.563621,0.558776,0.468538,0.731233,0.55409,0.461538,0.296729,0.089524,0.162126
2017,0.543429,0.546516,0.540408,0.538253,0.725201,0.561126,0.514993,0.843458,0.08,0.202958
2017,0.541778,0.543388,0.540204,0.613852,0.672252,0.743184,0.337679,0.633178,0.078095,0.273375
2017,0.539715,0.537756,0.541633,0.598008,0.904155,0.611258,0.499348,0.231308,0.348571,0.414299
2017,0.53105,0.528995,0.533061,0.523766,0.882708,0.561126,0.259452,0.36215,0.297143,0.346338
2017,0.521972,0.535461,0.508776,0.498868,0.824397,0.457344,0.482399,0.35514,0.177143,0.157209
2017,0.51537,0.514602,0.516122,0.422363,0.924263,0.509235,0.492829,0.523364,0.173333,0.186239
2017,0.502373,0.507927,0.496939,0.388411,0.754692,0.411609,0.637549,0.453271,0.188571,0.139297
2017,0.495152,0.496871,0.493469,0.483929,0.757373,0.572559,0.147327,0.514019,0.078095,0.485822
2017,0.482979,0.487693,0.478367,0.448619,0.744638,0.532102,0.419817,0.401869,0.228571,0.114477
2017,0.480503,0.478306,0.482653,0.582164,0.814343,0.605101,0.104302,0.182243,0.070476,0.536752
2017,0.477821,0.515436,0.44102,0.419194,0.831099,0.563764,0.492829,0.546729,0.104762,0.255207
2017,0.474108,0.476012,0.472245,0.553644,0.563003,0.616535,0.208605,0.579439,0.081905,0.49643
2017,0.469981,0.460784,0.47898,0.489362,0.692359,0.651715,0.491525,0.067757,0.04381,0.282349
2017,0.469156,0.469337,0.46898,0.329108,0.365282,0.353562,0.181226,0.735981,0.23619,0.148492
2017,0.465236,0.471423,0.459184,0.510638,0.873324,0.542656,0.075619,0.151869,0.121905,0.190463
2017,0.462554,0.465373,0.459796,0.507469,0.743968,0.586631,0.129074,0.462617,0.167619,0.383929
2017,0.462142,0.460576,0.463673,0.397465,0.433646,0.525945,0.40678,0.074766,0.167619,0.12812
2017,0.461935,0.456612,0.467143,0.522408,0.686327,0.475814,0.393742,0.10514,0.344762,0.192732
2017,0.46111,0.467042,0.455306,0.488456,0.853887,0.505717,0.595828,0.436916,0.217143,0.155336
2017,0.460491,0.462036,0.45898,0.583522,0.744638,0.712401,0.0,0.0,0.081905,0.421749
2017,0.460078,0.460784,0.459388,0.486646,0.671582,0.646438,0.25163,0.616822,0.072381,0.172132
2017,0.453889,0.453692,0.454082,0.595292,0.830429,0.700088,0.52412,0.221963,0.030476,0.400591
2017,0.451207,0.451815,0.450612,0.444545,0.630697,0.620053,0.140808,0.768692,0.0,0.426014
2017,0.451001,0.457238,0.444898,0.330919,0.680965,0.512753,0.328553,0.551402,0.139048,0.090382
2017,0.444811,0.444723,0.444898,0.010412,0.397453,0.100264,0.659713,0.682243,0.537143,0.096473
2017,0.428925,0.438048,0.42,0.354912,0.729223,0.050132,0.389831,0.53972,0.049524,0.102916
2017,0.422117,0.417397,0.426735,0.237664,0.766086,0.465259,0.490222,0.581776,0.278095,0.094032
2017,0.405818,0.408219,0.403469,0.217293,0.704424,0.443272,0.448501,0.920561,0.139048,0.090892
2017,0.404374,0.398832,0.409796,0.464916,0.914879,0.490765,0.388527,0.78972,0.062857,0.283422
2017,0.378378,0.379433,0.377347,0.477592,0.842493,0.164468,0.499348,0.324766,0.139048,0.204881
2017,0.373427,0.370046,0.376735,0.455862,0.495979,0.539138,0.252934,0.116822,0.165714,0.220621
2017,0.358985,0.357739,0.360204,0.448167,0.58244,0.457344,0.242503,0.301402,0.217143,0.124591
2017,0.354652,0.353358,0.355918,0.525577,0.875335,0.622691,0.25163,0.264019,0.020952,0.443188
2017,0.353621,0.363162,0.344286,0.166591,0.573727,0.005277,0.290743,0.684579,0.135238,0.115695
2017,0.350732,0.351898,0.349592,0.255319,0.548257,0.116974,0.435463,0.551402,0.097143,0.10912
2017,0.350113,0.352107,0.348163,0.523766,0.391421,0.562005,0.199478,0.904206,0.093333,0.147465
2017,0.34021,0.342511,0.337959,0.450883,0.453083,0.64292,0.371578,0.469626,0.07619,0.262265
2017,0.332783,0.329579,0.335918,0.265731,0.406836,0.468777,0.498044,0.401869,0.23619,0.150467
2017,0.325769,0.346266,0.305714,0.436397,0.650134,0.298153,0.552803,0.179907,0.177143,0.14118
2017,0.320817,0.347101,0.295102,0.10593,0.497989,0.094107,0.501956,0.752336,0.340952,0.075
2017,0.317722,0.311222,0.324082,0.21684,0.705094,0.359719,0.367666,0.42757,0.219048,0.083017
2017,0.31339,0.319983,0.306939,0.287913,0.586461,0.226913,0.477184,0.584112,0.148571,0.143449
2017,0.309882,0.315603,0.304286,0.499321,0.570375,0.440633,0.25163,0.46729,0.20381,0.160193
2017,0.30328,0.301836,0.304694,0.542327,0.689008,0.313984,0.281617,0.102804,0.144762,0.168616
2017,0.302249,0.298915,0.30551,0.153463,0.493968,0.310466,0.408083,0.731308,0.314286,0.197674
2017,0.284919,0.283062,0.286735,0.407877,0.589142,0.561126,0.132986,0.193925,0.051429,0.30303
2017,0.272333,0.263246,0.281224,0.358533,0.419571,0.400176,0.487614,0.542056,0.175238,0.121627
2017,0.267588,0.264289,0.270816,0.293345,0.766756,0.25066,0.0,0.471963,0.260952,0.117651
2017,0.267382,0.271172,0.263673,0.366229,0.47185,0.255057,0.441982,0.28271,0.152381,0.114223
2017,0.26635,0.263872,0.268776,0.430512,0.296917,0.57168,0.277705,0.126168,0.48,0.443905
2017,0.265112,0.260325,0.269796,0.041648,0.737936,0.167986,0.182529,0.574766,0.114286,0.114223
2017,0.246544,0.241969,0.25102,0.215482,0.772788,0.148637,0.275098,0.42757,0.2,0.131907
2017,0.242005,0.243846,0.240204,0.272522,0.588472,0.378188,0.70013,0.901869,0.129524,0.115744
2017,0.232102,0.232165,0.232041,0.301947,0.5,0.260334,0.426336,0.600467,0.047619,0.095701
2017,0.227151,0.224239,0.23,0.405161,0.849196,0.506596,0.035202,0.630841,0.04381,0.337471
2017,0.224056,0.226533,0.221633,0.172476,0.671582,0.191733,0.452412,0.761682,0.108571,0.184048
2017,0.213947,0.211514,0.216327,0.158443,0.613271,0.189974,0.297262,0.586449,0.228571,0.077131
2017,0.213122,0.209011,0.217143,0.073336,0.579759,0.236588,0.349413,0.535047,0.264762,0.094425
2017,0.201155,0.20171,0.200612,0.105478,0.258043,0.277045,0.483703,0.670561,0.139048,0.191777
2017,0.194141,0.19295,0.195306,0.19828,0.553619,0.03606,0.08605,0.504673,0.102857,0.094796
2017,0.181556,0.181268,0.181837,0.170213,0.64008,0.173263,0.312907,0.441589,0.180952,0.119449
2017,0.167733,0.194827,0.141224,0.235853,0.711796,0.0,0.384615,0.366822,0.226667,0.145836
2017,0.164844,0.159366,0.170204,0.18153,0.30429,0.159191,0.013038,0.728972,0.11619,0.0703
2017,0.159067,0.159366,0.158776,0.507922,0.733244,0.300792,0.533246,0.231308,0.188571,0.117886
2017,0.136579,0.132666,0.140408,0.195111,0.205764,0.184697,0.430248,0.485981,0.11619,0.087343
2017,0.133897,0.125991,0.141633,0.138524,0.526139,0.329815,0.121252,0.488318,0.127619,0.156823
2017,0.123375,0.12161,0.125102,0.267995,0.540885,0.272647,0.199478,0.242991,0.108571,0.075885
2017,0.122963,0.128494,0.117551,0.179719,0.317024,0.14336,0.066493,0.668224,0.222857,0.199567
2017,0.110996,0.113475,0.108571,0.053871,0.49866,0.202287,0.308996,0.623832,0.074286,0.124553
2017,0.105632,0.098874,0.112245,0.11091,0.44437,0.170624,0.329857,0.619159,0.211429,0.106619
2017,0.103157,0.10096,0.105306,0.138072,0.203753,0.217238,0.370274,0.46028,0.182857,0.099911
2017,0.098205,0.090321,0.105918,0.167044,0.548257,0.286719,0.633638,0.591121,0.866667,0.168614
