year,ladder_score,upperwhisker,lowerwhisker,log_gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,val
2023,0.397772,0.399249,0.396327,0.649615,0.675603,0.502199,0.352021,0.549065,0.234286,0.150959
2022,0.388075,0.390071,0.386122,0.663196,0.652815,0.361478,0.241199,0.535047,0.247619,0.149903
2021,0.390551,0.3932,0.387755,0.638298,0.410858,0.564644,0.241199,0.563084,0.278095,0.147688
2020,0.356097,0.358365,0.353878,0.466274,0.287534,0.493404,0.233377,0.771028,0.274286,0.150515
2019,0.345987,0.348769,0.343469,0.465822,0.508043,0.658751,0.267275,0.647196,0.272381,0.152329
2023,0.447906,0.453275,0.442653,0.565414,0.581769,0.437995,0.428944,0.329439,0.091429,0.192441
2022,0.401485,0.414894,0.388367,0.5799,0.552949,0.28496,0.332464,0.313084,0.072381,0.188673
2021,0.401485,0.414894,0.388367,0.583522,0.371314,0.487247,0.302477,0.343458,0.087619,0.186574
2020,0.383536,0.387985,0.379184,0.411951,0.341823,0.335092,0.268579,0.357477,0.078095,0.182319
2019,0.369301,0.381101,0.357551,0.444545,0.591823,0.465259,0.245111,0.357477,0.139048,0.170109
2023,0.792862,0.796204,0.789592,0.963785,0.845845,0.615655,0.863103,0.478972,0.79619,0.30118
2022,0.807922,0.810597,0.805102,0.974196,0.869303,0.474055,0.730117,0.434579,0.779048,0.290911
2021,0.834743,0.836671,0.832857,0.963785,0.69571,0.685136,0.692308,0.443925,0.777143,0.264901
2020,0.843821,0.84564,0.842041,0.744228,0.646113,0.662269,0.664928,0.556075,0.699048,0.276996
2019,0.845678,0.847309,0.844082,0.655048,0.900134,0.858399,0.64146,0.689252,0.710476,0.281052
2023,0.896637,0.895912,0.897347,0.816206,0.928284,0.650836,0.710561,0.357477,0.367619,0.206814
2022,0.92387,0.923029,0.924694,0.829787,0.933646,0.507476,0.616688,0.28972,0.300952,0.207381
2021,0.901382,0.900292,0.902245,0.826618,0.732574,0.719437,0.615385,0.36215,0.272381,0.202669
2020,0.858675,0.858156,0.859184,0.622906,0.634048,0.693052,0.538462,0.485981,0.226667,0.20382
2019,0.852899,0.855653,0.85,0.550475,0.854558,0.886544,0.423729,0.623832,0.190476,0.207665
2023,0.686817,0.693784,0.679796,0.814848,0.80429,0.633245,0.543677,0.261682,0.140952,0.400627
2022,0.703528,0.709428,0.697551,0.829335,0.829088,0.491645,0.445893,0.226636,0.12,0.408823
2021,0.716319,0.721736,0.710816,0.83024,0.619303,0.704485,0.411995,0.198598,0.112381,0.399096
2020,0.71962,0.722153,0.717347,0.630602,0.544236,0.701847,0.36897,0.310748,0.089524,0.406191
2019,0.699814,0.701293,0.698571,0.559529,0.817024,0.899736,0.293351,0.397196,0.07619,0.404119
2023,0.587374,0.615144,0.56,0.579448,0.801609,0.498681,0.718383,0.207944,0.053333,0.271199
2022,0.558696,0.576971,0.540612,0.590765,0.80496,0.361478,0.640156,0.184579,0.074286,0.275049
2021,0.589024,0.607635,0.570612,0.586691,0.614611,0.568162,0.614081,0.186916,0.100952,0.285758
2020,0.683722,0.731122,0.637551,0.40335,0.538874,0.526825,0.680574,0.231308,0.066667,0.270887
2019,0.597277,0.62912,0.565918,0.352648,0.857909,0.693052,0.595828,0.271028,0.057143,0.264459
2023,0.63235,0.632874,0.631837,0.808511,0.821716,0.690413,0.698827,0.053738,0.417143,0.457978
2022,0.646586,0.64685,0.646327,0.826166,0.849866,0.547054,0.599739,0.021028,0.394286,0.425947
2021,0.628017,0.62766,0.628367,0.830693,0.644102,0.761653,0.574967,0.016355,0.415238,0.411314
2020,0.607592,0.607009,0.608367,0.628791,0.550268,0.737027,0.531943,0.046729,0.365714,0.410121
2019,0.593357,0.592824,0.593878,0.573563,0.806971,0.943712,0.520209,0.084112,0.344762,0.413105
2023,0.245719,0.249479,0.242041,0.571299,0.573056,0.522427,0.647979,0.13785,0.36,0.121113
2022,0.232102,0.236128,0.227959,0.58488,0.571046,0.385224,0.548892,0.130841,0.329524,0.119699
2021,0.238704,0.243221,0.23449,0.599366,0.399464,0.593668,0.495437,0.135514,0.380952,0.126222
2020,0.288838,0.293283,0.284286,0.402897,0.373324,0.512753,0.468057,0.184579,0.285714,0.118762
2019,0.337941,0.341886,0.334286,0.355364,0.678284,0.684257,0.428944,0.212617,0.289524,0.116281
2023,0.658758,0.660826,0.656531,0.734269,0.890751,0.489006,0.830508,0.348131,0.228571,0.162517
2022,0.64968,0.652691,0.646735,0.753282,0.913539,0.342128,0.693611,0.317757,0.28381,0.159103
2021,0.668248,0.671673,0.664898,0.755093,0.731903,0.537379,0.636245,0.313084,0.299048,0.179692
2020,0.651331,0.653525,0.64898,0.556813,0.653485,0.4635,0.621904,0.334112,0.251429,0.190589
2019,0.631937,0.632666,0.631224,0.508375,0.88807,0.614776,0.522816,0.359813,0.209524,0.185849
2023,0.304312,0.309762,0.298776,0.469443,0.514075,0.310466,0.551499,0.658879,0.131429,0.162273
2022,0.307819,0.314143,0.301429,0.475781,0.504692,0.167106,0.419817,0.679907,0.104762,0.157722
2021,0.319373,0.328118,0.310816,0.46718,0.319705,0.352682,0.448501,0.752336,0.15619,0.164956
2020,0.332577,0.341469,0.323673,0.272974,0.254692,0.33861,0.504563,0.876168,0.139048,0.149766
2019,0.327625,0.335002,0.320408,0.215482,0.520777,0.471416,0.551499,0.920561,0.127619,0.144834
2023,0.816175,0.823947,0.808776,0.83522,0.828418,0.581354,0.953064,0.46729,0.327619,0.071534
2021,0.64184,0.651856,0.632041,0.861928,0.573056,0.656992,0.67927,0.203271,0.28,0.067035
2020,0.64184,0.651856,0.632041,0.661385,0.488606,0.510114,0.645372,0.280374,0.247619,0.066956
2019,0.641015,0.646016,0.636327,0.645088,0.74866,0.682498,0.617992,0.310748,0.215238,0.07109
2023,0.560966,0.560075,0.561633,0.477139,0.904155,0.51715,0.96219,0.525701,0.057143,0.112327
2022,0.583866,0.584689,0.583061,0.480308,0.878686,0.366755,0.833116,0.546729,0.034286,0.103787
2021,0.584485,0.585315,0.583878,0.483929,0.657507,0.561126,0.778357,0.485981,0.047619,0.101732
2020,0.567155,0.56821,0.565918,0.301041,0.565013,0.440633,0.752282,0.621495,0.038095,0.100467
2019,0.52548,0.525031,0.525714,0.232232,0.813003,0.598945,0.676662,0.703271,0.057143,0.115513
2023,0.668248,0.668335,0.668367,0.769579,0.924933,0.496042,0.743155,0.296729,0.148571,0.448333
2022,0.663916,0.664372,0.663469,0.786329,0.922922,0.356201,0.63103,0.25,0.135238,0.457823
2021,0.657107,0.656028,0.658367,0.784065,0.732574,0.560246,0.529335,0.175234,0.171429,0.447715
2020,0.626573,0.624322,0.628776,0.581711,0.615952,0.516271,0.402868,0.191589,0.169524,0.439438
2019,0.609655,0.606592,0.612653,0.516523,0.86193,0.684257,0.303781,0.175234,0.171429,0.447199
2020,0.327832,0.329787,0.325918,0.473065,0.495979,0.523307,0.102999,0.327103,0.049524,0.284806
2019,0.366619,0.364414,0.368571,0.402445,0.713137,0.693931,0.11734,0.371495,0.041905,0.23571
2023,0.039406,0.074885,0.004898,0.349027,0.484584,0.0,0.556714,0.191589,0.161905,0.171759
2021,0.106664,0.133083,0.080816,0.37981,0.482574,0.0,0.421121,0.17757,0.034286,0.151408
2020,0.106664,0.133083,0.080816,0.204165,0.404155,0.006157,0.402868,0.240654,0.028571,0.143002
2019,0.135754,0.14685,0.124898,0.205976,0.644102,0.08883,0.408083,0.240654,0.095238,0.146541
2023,0.262843,0.284522,0.241429,0.280217,0.365282,0.264732,0.586701,0.415888,0.142857,0.16845
2022,0.21601,0.253442,0.179592,0.284292,0.345845,0.124011,0.488918,0.511682,0.135238,0.159702
2021,0.438828,0.483521,0.394898,0.287913,0.363271,0.271768,0.402868,0.415888,0.152381,0.159799
2020,0.33629,0.359408,0.313673,0.103214,0.302949,0.222515,0.435463,0.516355,0.108571,0.142532
2019,0.322468,0.335628,0.309592,0.078769,0.531501,0.344767,0.404172,0.530374,0.097143,0.136851
2023,0.592325,0.600125,0.584898,0.69081,0.651475,0.483729,0.646675,0.259346,0.388571,0.177995
2021,0.481741,0.507509,0.456735,0.668176,0.546247,0.532982,0.496741,0.247664,0.340952,0.19282
2020,0.498246,0.510638,0.486122,0.472612,0.464477,0.382586,0.492829,0.306075,0.331429,0.173945
2019,0.514545,0.521068,0.508163,0.462653,0.715818,0.541777,0.462842,0.334112,0.327619,0.165552
2023,0.788735,0.789737,0.787551,0.799457,0.88874,0.525945,0.569752,0.102804,0.220952,0.433264
2022,0.777388,0.779933,0.774898,0.81847,0.926944,0.379947,0.509778,0.13785,0.169524,0.436198
2021,0.711987,0.714435,0.709388,0.816659,0.72118,0.579595,0.521512,0.123832,0.146667,0.435184
2020,0.672581,0.674593,0.670816,0.611136,0.628016,0.538259,0.495437,0.130841,0.139048,0.450739
2019,0.664328,0.665832,0.663061,0.540516,0.874665,0.699208,0.422425,0.126168,0.154286,0.458165
2023,0.851455,0.855861,0.847143,0.969217,0.822386,0.622691,0.919166,0.341121,0.822857,0.27111
2022,0.873324,0.887151,0.859796,0.995926,0.823727,0.48285,0.800522,0.348131,0.79619,0.25937
2021,0.909635,0.915937,0.903469,1.0,0.688338,0.694811,0.787484,0.280374,0.739048,0.260387
2020,0.89313,0.894034,0.892245,0.792666,0.586461,0.668426,0.707953,0.38785,0.672381,0.269466
2019,0.875387,0.873592,0.876939,0.69579,0.844504,0.867194,0.670143,0.457944,0.699048,0.281084
2023,0.254384,0.260534,0.248367,0.284292,0.465818,0.292876,0.200782,0.401869,0.234286,0.199457
2022,0.211265,0.227159,0.195714,0.286102,0.436327,0.156552,0.118644,0.413551,0.255238,0.189998
2021,0.277285,0.296204,0.258776,0.303305,0.346515,0.332454,0.138201,0.334112,0.293333,0.17268
2020,0.250258,0.258448,0.242449,0.120416,0.25134,0.299912,0.14472,0.432243,0.165714,0.16142
2019,0.241593,0.243638,0.239388,0.11091,0.466488,0.440633,0.126467,0.446262,0.144762,0.161911
2023,0.087889,0.094076,0.081837,0.279312,0.189008,0.306948,0.619296,0.315421,0.259048,0.227039
2022,0.103157,0.117021,0.089796,0.288366,0.235255,0.166227,0.51369,0.324766,0.245714,0.219726
2021,0.155766,0.173342,0.138776,0.293345,0.101206,0.341249,0.496741,0.327103,0.299048,0.23483
2020,0.124819,0.139967,0.11,0.051154,0.02681,0.262093,0.505867,0.497664,0.255238,0.200899
2019,0.112028,0.118064,0.106122,0.080127,0.269437,0.39226,0.509778,0.497664,0.251429,0.201839
2023,0.614813,0.619107,0.610612,0.745134,0.680295,0.474934,0.955671,0.528037,0.226667,0.180009
2022,0.622447,0.637672,0.607755,0.753735,0.688338,0.33861,0.734029,0.518692,0.232381,0.18396
2021,0.560347,0.570505,0.550612,0.764599,0.542895,0.545295,0.72751,0.497664,0.24,0.16886
2020,0.492882,0.494368,0.491633,0.569941,0.448391,0.516271,0.688396,0.630841,0.121905,0.158961
2019,0.492882,0.494368,0.491633,0.528746,0.701072,0.693931,0.653194,0.642523,0.118095,0.159091
2020,0.454508,0.464956,0.444286,0.504753,0.594504,0.613017,0.624511,0.476636,0.139048,0.07992
2019,0.454508,0.464956,0.444286,0.424627,0.853887,0.80387,0.589309,0.523364,0.137143,0.0806
2023,0.255209,0.258031,0.252449,0.338162,0.375335,0.234828,0.638853,0.280374,0.171429,0.151867
2022,0.248195,0.25219,0.244082,0.345405,0.341153,0.093228,0.449804,0.28271,0.112381,0.146998
2021,0.306169,0.3131,0.299388,0.358533,0.237936,0.273527,0.33116,0.299065,0.08,0.139409
2020,0.356509,0.370046,0.343469,0.175192,0.309651,0.096746,0.375489,0.383178,0.137143,0.132912
2019,0.357747,0.363997,0.351633,0.159348,0.566354,0.206684,0.367666,0.397196,0.118095,0.134992
2023,0.691355,0.692532,0.69,0.827071,0.882038,0.621812,0.822686,0.584112,0.238095,0.264516
2022,0.681865,0.683771,0.68,0.833409,0.898123,0.481091,0.749674,0.46729,0.272381,0.27196
2021,0.712193,0.714435,0.71,0.832051,0.697721,0.693931,0.760104,0.406542,0.31619,0.275465
2020,0.744172,0.74635,0.742041,0.638751,0.621314,0.656992,0.740548,0.642523,0.348571,0.28007
2019,0.779451,0.781602,0.777347,0.567225,0.881367,0.854881,0.70013,0.796729,0.340952,0.289005
2023,0.311533,0.326033,0.297347,0.488004,0.386729,0.351803,0.322034,0.310748,0.377143,0.151546
2022,0.356715,0.396537,0.317755,0.49751,0.426273,0.2146,0.292047,0.303738,0.371429,0.14364
2021,0.238911,0.259908,0.218367,0.497963,0.493968,0.395778,0.271186,0.205607,0.262857,0.130592
2020,0.254178,0.261786,0.246939,0.301494,0.41622,0.240106,0.159061,0.278037,0.253333,0.122454
2019,0.284712,0.2864,0.283061,0.244455,0.660188,0.373791,0.11734,0.301402,0.232381,0.125582
2023,0.582009,0.58761,0.576735,0.710729,0.824397,0.430959,0.710561,0.287383,0.224762,0.231588
2022,0.599752,0.605549,0.594082,0.71933,0.840483,0.295515,0.623207,0.28271,0.209524,0.219965
2021,0.634619,0.641218,0.628163,0.720235,0.662198,0.49956,0.642764,0.306075,0.20381,0.205452
2020,0.63008,0.637255,0.623061,0.533273,0.581769,0.504837,0.644068,0.357477,0.182857,0.207648
2019,0.640809,0.647267,0.63449,0.486193,0.849866,0.671064,0.645372,0.436916,0.16,0.205936
2023,0.759851,0.765749,0.754082,0.688547,0.745979,0.478452,0.816167,0.200935,0.241905,0.151354
2022,0.688054,0.694827,0.681224,0.701675,0.697721,0.342128,0.698827,0.200935,0.219048,0.148991
2021,0.646379,0.652482,0.640204,0.70258,0.508043,0.547933,0.684485,0.214953,0.219048,0.152642
2020,0.685372,0.690446,0.680204,0.509733,0.470509,0.557608,0.637549,0.214953,0.169524,0.149171
2019,0.715907,0.719441,0.712449,0.463558,0.735925,0.73175,0.597132,0.193925,0.158095,0.148383
2023,0.557252,0.557572,0.557143,0.612494,0.926944,0.351803,0.528031,0.553738,0.104762,0.286024
2022,0.586961,0.588235,0.585714,0.624264,0.91555,0.2146,0.428944,0.558411,0.110476,0.291106
2021,0.570662,0.570505,0.570612,0.630602,0.716488,0.41073,0.393742,0.577103,0.112381,0.285564
2020,0.553332,0.552774,0.554082,0.437302,0.628016,0.388742,0.392438,0.614486,0.100952,0.260413
2019,0.507737,0.505841,0.509592,0.409688,0.892091,0.541777,0.338983,0.616822,0.089524,0.26616
2023,0.559521,0.564247,0.554898,0.711182,0.797587,0.516271,0.698827,0.257009,0.251429,0.409209
2022,0.562616,0.59053,0.535306,0.69579,0.842493,0.372911,0.608866,0.397196,0.11619,0.404025
2021,0.526511,0.536295,0.516939,0.712087,0.599866,0.579595,0.474576,0.315421,0.146667,0.392184
2020,0.533526,0.537338,0.529592,0.522861,0.511394,0.560246,0.392438,0.38785,0.154286,0.390609
2019,0.526305,0.52816,0.52449,0.45722,0.762735,0.737907,0.269883,0.348131,0.186667,0.375086
2023,0.371364,0.375887,0.366735,0.549117,0.229893,0.435356,0.697523,0.098131,0.15619,0.160313
2022,0.393646,0.39904,0.388367,0.559529,0.272788,0.296394,0.578879,0.030374,0.161905,0.160806
2021,0.426037,0.431998,0.42,0.546854,0.093834,0.496922,0.516297,0.046729,0.194286,0.15687
2020,0.39674,0.401752,0.391837,0.358533,0.060992,0.490765,0.496741,0.079439,0.167619,0.148312
2019,0.433258,0.436796,0.429796,0.343594,0.346515,0.655233,0.461538,0.093458,0.146667,0.140747
2023,0.458222,0.478932,0.438163,0.253508,0.506032,0.137203,0.82399,0.369159,0.373333,0.082397
2022,0.404168,0.431998,0.376939,0.258035,0.507373,0.0,0.6897,0.376168,0.365714,0.078783
2021,0.423561,0.451189,0.396531,0.261657,0.356568,0.167986,0.647979,0.432243,0.380952,0.078529
2020,0.371157,0.393617,0.349388,0.082843,0.339142,0.172383,0.667536,0.53271,0.310476,0.07778
2019,0.336084,0.348144,0.324082,0.081032,0.55429,0.28496,0.606258,0.514019,0.310476,0.07775
2023,0.28038,0.290154,0.27102,0.442734,0.576408,0.383465,0.461538,0.936916,0.331429,0.203166
2022,0.284093,0.296829,0.271837,0.46718,0.668231,0.236588,0.474576,0.934579,0.369524,0.196036
2023,0.378997,0.385482,0.372449,0.57311,0.726542,0.270009,0.487614,0.161215,0.11619,0.163083
2022,0.337528,0.345432,0.329796,0.583522,0.668901,0.127529,0.374185,0.161215,0.135238,0.160728
2021,0.302043,0.309345,0.295102,0.58488,0.502011,0.311346,0.375489,0.156542,0.135238,0.165817
2020,0.325769,0.331665,0.32,0.399276,0.451072,0.230431,0.410691,0.212617,0.112381,0.153158
2019,0.32515,0.329787,0.320816,0.380263,0.74933,0.35796,0.45502,0.17757,0.102857,0.151452
2023,0.446255,0.454735,0.438163,0.436849,0.577748,0.389622,0.726206,0.488318,0.219048,0.115476
2022,0.487931,0.5,0.476327,0.443187,0.602547,0.247142,0.614081,0.502336,0.198095,0.107554
2021,0.491438,0.498957,0.483878,0.44545,0.439678,0.438874,0.551499,0.553738,0.247619,0.107153
2020,0.469156,0.478932,0.459592,0.234948,0.384718,0.436236,0.511082,0.670561,0.257143,0.09776
2019,0.441923,0.446391,0.437551,0.200996,0.652145,0.588391,0.501956,0.703271,0.24381,0.094253
2023,0.892098,0.891322,0.893061,0.86057,0.894102,0.620932,0.820078,0.577103,0.708571,0.414449
2022,0.909429,0.907384,0.911429,0.879131,0.911528,0.479332,0.750978,0.586449,0.750476,0.419634
2021,0.911904,0.909679,0.914082,0.880489,0.72252,0.692172,0.723598,0.633178,0.798095,0.411565
2020,0.922014,0.919483,0.92449,0.679493,0.637399,0.662269,0.718383,0.705607,0.731429,0.407368
2019,0.918919,0.916354,0.921224,0.606157,0.895442,0.858399,0.675359,0.785047,0.702857,0.415556
2023,0.832267,0.833333,0.831429,0.819375,0.937668,0.591909,0.847458,0.528037,0.914286,0.330889
2022,0.851661,0.852733,0.850612,0.833861,0.949062,0.451187,0.750978,0.537383,0.897143,0.31348
2021,0.867547,0.869629,0.865306,0.838388,0.741957,0.66139,0.761408,0.57243,0.92,0.299494
2020,0.883433,0.885482,0.881224,0.633771,0.647453,0.690413,0.741851,0.64486,0.847619,0.290545
2019,0.888178,0.890071,0.886122,0.562245,0.910858,0.886544,0.718383,0.761682,0.878095,0.299671
2023,0.678564,0.693158,0.664286,0.496605,0.760724,0.476693,0.908735,0.310748,0.478095,0.129012
2022,0.673406,0.687943,0.65898,0.502037,0.780161,0.33861,0.735332,0.345794,0.415238,0.137691
2021,0.654013,0.667918,0.640204,0.500226,0.603887,0.542656,0.67927,0.392523,0.40381,0.144825
2020,0.614194,0.630788,0.597959,0.313717,0.520107,0.531223,0.595828,0.469626,0.335238,0.139223
2019,0.648236,0.657489,0.639184,0.28067,0.766086,0.706245,0.604954,0.497664,0.331429,0.137711
2023,0.322055,0.334168,0.310408,0.259393,0.367962,0.257696,0.676662,0.338785,0.28,0.102389
2022,0.310708,0.334168,0.287959,0.253961,0.335121,0.120493,0.578879,0.359813,0.266667,0.098779
2021,0.414277,0.445766,0.383673,0.258035,0.289544,0.286719,0.619296,0.385514,0.27619,0.097049
2020,0.428925,0.451189,0.407143,0.073336,0.183646,0.146878,0.547588,0.46729,0.299048,0.094709
2019,0.39509,0.406967,0.383265,0.048891,0.386059,0.262973,0.441982,0.485981,0.262857,0.091654
2023,0.389107,0.397997,0.380408,0.471707,0.634718,0.225154,0.612777,0.469626,0.03619,0.118817
2022,0.409738,0.422612,0.396939,0.482119,0.589142,0.080915,0.458931,0.411215,0.024762,0.114116
2021,0.32123,0.321443,0.32102,0.488456,0.404826,0.263852,0.453716,0.408879,0.072381,0.106034
2020,0.363936,0.365248,0.362857,0.300136,0.33311,0.044855,0.439374,0.495327,0.074286,0.103419
2019,0.356715,0.357947,0.35551,0.29244,0.575737,0.147757,0.441982,0.516355,0.091429,0.102225
2023,0.489787,0.491865,0.487755,0.667723,0.770107,0.50044,0.63103,0.453271,0.028571,0.401091
2022,0.466061,0.469545,0.462449,0.678135,0.699062,0.358839,0.546284,0.483645,0.038095,0.411257
2021,0.454714,0.457447,0.452041,0.681304,0.492627,0.560246,0.511082,0.502336,0.059048,0.407332
2020,0.434496,0.436379,0.432857,0.483477,0.431635,0.470536,0.461538,0.495327,0.041905,0.420358
2023,0.888591,0.892574,0.884694,0.883658,0.930965,0.619173,0.963494,0.523364,0.921905,0.31026
2022,0.891273,0.895286,0.887551,0.902671,0.933646,0.478452,0.85528,0.495327,0.881905,0.298671
2021,0.901589,0.903212,0.9,0.904029,0.744638,0.691293,0.82399,0.507009,0.902857,0.293633
2020,0.907159,0.907801,0.906735,0.698506,0.656836,0.687775,0.791395,0.581776,0.813333,0.301931
2019,0.926965,0.927409,0.926531,0.644636,0.91622,0.886544,0.74837,0.672897,0.826667,0.31012
2023,0.342893,0.348144,0.337755,0.483929,0.316354,0.282322,0.581486,0.336449,0.140952,0.165142
2022,0.321849,0.333125,0.31102,0.489362,0.354558,0.138962,0.541069,0.329439,0.194286,0.1646
2021,0.313802,0.317897,0.309592,0.474876,0.191019,0.328936,0.458931,0.422897,0.213333,0.175626
2020,0.400041,0.40801,0.392245,0.288366,0.197721,0.283201,0.419817,0.588785,0.184762,0.163393
2019,0.556633,0.558615,0.554898,0.279312,0.49933,0.413369,0.402868,0.535047,0.234286,0.15219
2023,0.693831,0.704839,0.683061,0.770484,0.847185,0.556728,0.813559,0.147196,0.081905,0.16372
2022,0.674644,0.691281,0.658163,0.775917,0.853887,0.417766,0.696219,0.151869,0.068571,0.162408
2021,0.683722,0.699625,0.668163,0.776369,0.656166,0.623571,0.646675,0.114486,0.097143,0.160126
2020,0.657107,0.670213,0.644082,0.587596,0.568365,0.586631,0.65189,0.184579,0.100952,0.170571
2019,0.682897,0.690864,0.675102,0.497057,0.836461,0.773087,0.63103,0.226636,0.102857,0.177253
2023,0.615226,0.620567,0.609796,0.632866,0.857909,0.48285,0.902216,0.306075,0.12381,0.200436
2022,0.565917,0.571756,0.560204,0.646446,0.870643,0.344767,0.758801,0.345794,0.118095,0.194035
2021,0.532907,0.537964,0.527959,0.637845,0.671582,0.548813,0.694915,0.399533,0.112381,0.20958
2020,0.54838,0.567793,0.529184,0.444998,0.564343,0.48285,0.659713,0.481308,0.070476,0.201018
2019,0.556427,0.559866,0.553061,0.406519,0.831099,0.647318,0.640156,0.476636,0.12381,0.197313
2023,0.587167,0.591573,0.582857,0.620643,0.705094,0.582234,0.676662,0.182243,0.055238,0.221961
2022,0.522179,0.527743,0.516735,0.629244,0.686997,0.438874,0.590613,0.170561,0.051429,0.208429
2021,0.528987,0.535878,0.522245,0.632413,0.493968,0.646438,0.585398,0.21028,0.070476,0.21654
2020,0.586961,0.600334,0.573878,0.446356,0.47252,0.547933,0.573664,0.203271,0.059048,0.181859
2019,0.57809,0.585524,0.570816,0.416025,0.723861,0.724714,0.543677,0.214953,0.051429,0.176135
2023,0.629874,0.637463,0.622245,0.557718,0.682306,0.387863,0.95176,0.231308,0.259048,0.144907
2022,0.52156,0.535044,0.508367,0.560435,0.656836,0.251539,0.805737,0.242991,0.268571,0.149006
2021,0.600165,0.604297,0.595918,0.574015,0.525469,0.452067,0.758801,0.25,0.270476,0.151954
2020,0.595214,0.599082,0.591429,0.386148,0.469169,0.37467,0.723598,0.292056,0.24,0.13596
2019,0.621209,0.624531,0.617959,0.350837,0.74866,0.529464,0.685789,0.301402,0.247619,0.138622
2023,0.711162,0.709846,0.712245,0.786781,0.863941,0.562005,0.657106,0.189252,0.333333,0.430788
2022,0.673613,0.674385,0.672857,0.799909,0.902145,0.419525,0.541069,0.280374,0.264762,0.442917
2021,0.645348,0.645599,0.644898,0.795835,0.701072,0.626209,0.556714,0.28972,0.266667,0.432137
2020,0.654219,0.653942,0.65449,0.592576,0.572386,0.587511,0.602347,0.186916,0.247619,0.454782
2019,0.658345,0.656237,0.660612,0.529199,0.792225,0.763412,0.602347,0.147196,0.306667,0.458554
2023,0.626161,0.630788,0.621429,0.782254,0.831099,0.614776,0.861799,0.109813,0.066667,0.420627
2022,0.613369,0.61869,0.608163,0.795835,0.823056,0.472296,0.778357,0.07243,0.070476,0.423427
2021,0.623272,0.628285,0.618571,0.796741,0.636729,0.683377,0.728814,0.037383,0.074286,0.39691
2020,0.605323,0.610555,0.600204,0.598914,0.543566,0.668426,0.684485,0.067757,0.062857,0.410836
2019,0.601609,0.605966,0.597347,0.529199,0.812332,0.861038,0.644068,0.123832,0.053333,0.40919
2023,0.631937,0.633709,0.630204,0.821639,0.703753,0.677221,0.598435,0.294393,0.300952,0.296948
2022,0.609862,0.611181,0.608571,0.838841,0.710456,0.530343,0.456323,0.261682,0.310476,0.292354
2021,0.606561,0.607217,0.605918,0.837936,0.508043,0.739666,0.414602,0.259346,0.335238,0.273145
2020,0.587993,0.587818,0.588367,0.635129,0.422252,0.704485,0.335072,0.313084,0.257143,0.272763
2019,0.593563,0.594285,0.593061,0.563603,0.674263,0.899736,0.212516,0.397196,0.180952,0.266462
2023,0.582009,0.588235,0.575918,0.626981,0.770107,0.476693,0.780965,0.179907,0.08381,0.309355
2022,0.582628,0.586567,0.57898,0.645088,0.786863,0.329815,0.670143,0.21729,0.038095,0.296927
2021,0.590468,0.59199,0.58898,0.641467,0.589812,0.525066,0.606258,0.238318,0.053333,0.272133
2020,0.571694,0.572799,0.570816,0.445903,0.509383,0.476693,0.573664,0.320093,0.024762,0.28616
2019,0.539096,0.538173,0.539796,0.320507,0.743298,0.627089,0.383312,0.406542,0.026667,0.310471
2023,0.721271,0.726325,0.716327,0.769126,0.742627,0.512753,0.809648,0.095794,0.011429,0.424707
2022,0.74149,0.746767,0.736327,0.781349,0.772118,0.372032,0.697523,0.102804,0.0,0.437354
2021,0.718383,0.722778,0.714082,0.77818,0.588472,0.576077,0.663625,0.091121,0.011429,0.422357
2020,0.648855,0.655611,0.642245,0.577184,0.47185,0.523307,0.610169,0.10514,0.001905,0.42664
2019,0.645554,0.648102,0.643061,0.507017,0.714477,0.69657,0.57236,0.158879,0.001905,0.432221
2023,0.575614,0.573425,0.577959,0.743323,0.819705,0.467018,0.59322,0.32243,0.230476,0.340934
2022,0.550031,0.547351,0.552653,0.760525,0.841153,0.3219,0.460235,0.280374,0.173333,0.328856
2021,0.508356,0.503755,0.512653,0.762789,0.648123,0.515391,0.397653,0.273364,0.152381,0.344753
2020,0.512069,0.507092,0.516939,0.561793,0.579088,0.449428,0.408083,0.268692,0.114286,0.356228
2019,0.526305,0.524406,0.528163,0.510186,0.838472,0.598065,0.395046,0.231308,0.087619,0.358624
2020,0.086652,0.091364,0.082041,0.16478,0.049598,0.35796,0.692308,0.530374,0.939048,0.185249
2019,0.065401,0.063621,0.067347,0.155274,0.264745,0.503078,0.662321,0.551402,0.925714,0.179704
2023,0.742521,0.750313,0.734694,0.833861,0.826408,0.449428,0.900913,0.266355,0.358095,0.085476
2022,0.715494,0.72403,0.706939,0.842463,0.83244,0.308707,0.764016,0.21729,0.32381,0.084378
2021,0.727873,0.735711,0.720204,0.846537,0.646113,0.507476,0.723598,0.182243,0.342857,0.08317
2020,0.72189,0.728828,0.715102,0.649615,0.560322,0.502199,0.661017,0.21028,0.310476,0.082588
2019,0.703734,0.71068,0.697143,0.603893,0.792225,0.668426,0.589309,0.203271,0.310476,0.079813
2023,0.407262,0.414268,0.400204,0.419647,0.41756,0.344767,0.666232,0.35514,0.131429,0.105937
2022,0.383743,0.390697,0.376939,0.42689,0.401475,0.203166,0.551499,0.331776,0.114286,0.098474
2021,0.423148,0.429912,0.416531,0.422363,0.269437,0.39314,0.518905,0.334112,0.154286,0.084521
2020,0.440891,0.449729,0.432245,0.234495,0.288204,0.313984,0.371578,0.369159,0.167619,0.084502
